easting(x),northing(y),elevation(z)
213625.0,824825.0,910.1
213675.0,824825.0,892.2
213725.0,824825.0,881.1
213775.0,824825.0,867.9
213825.0,824825.0,846.0
213875.0,824825.0,822.9
213925.0,824825.0,813.5
213975.0,824825.0,811.1
214025.0,824825.0,807.1
214075.0,824825.0,797.2
214125.0,824825.0,796.9
214175.0,824825.0,786.8
214225.0,824825.0,780.1
214275.0,824825.0,782.1
214325.0,824825.0,780.6
214375.0,824825.0,782.1
214425.0,824825.0,778.8
214475.0,824825.0,776.6
214525.0,824825.0,780.1
214575.0,824825.0,772.6
214625.0,824825.0,767.7
214675.0,824825.0,758.2
214725.0,824825.0,762.6
214775.0,824825.0,761.8
214825.0,824825.0,755.7
214875.0,824825.0,750.8
214925.0,824825.0,745.6
214975.0,824825.0,748.4
215025.0,824825.0,755.7
215075.0,824825.0,756.8
215125.0,824825.0,758.7
215175.0,824825.0,760.1
215225.0,824825.0,760.7
215275.0,824825.0,762.0
215325.0,824825.0,765.8
215375.0,824825.0,771.0
215425.0,824825.0,779.0
215475.0,824825.0,787.8
215525.0,824825.0,795.4
215575.0,824825.0,806.8
215625.0,824825.0,815.5
215675.0,824825.0,814.7
215725.0,824825.0,811.1
215775.0,824825.0,808.8
215825.0,824825.0,803.0
215875.0,824825.0,790.1
215925.0,824825.0,776.0
215975.0,824825.0,761.9
216025.0,824825.0,750.2
216075.0,824825.0,738.2
216125.0,824825.0,728.9
216175.0,824825.0,723.2
216225.0,824825.0,717.8
216275.0,824825.0,706.6
216325.0,824825.0,690.5
216375.0,824825.0,669.2
216425.0,824825.0,651.3
216475.0,824825.0,636.3
216525.0,824825.0,620.0
216575.0,824825.0,604.8
216625.0,824825.0,594.7
216675.0,824825.0,586.2
216725.0,824825.0,578.1
216775.0,824825.0,571.9
216825.0,824825.0,567.8
216875.0,824825.0,563.5
216925.0,824825.0,560.6
216975.0,824825.0,557.4
217025.0,824825.0,555.5
217075.0,824825.0,552.3
217125.0,824825.0,548.8
217175.0,824825.0,546.4
217225.0,824825.0,549.3
217275.0,824825.0,549.5
217325.0,824825.0,548.6
217375.0,824825.0,549.1
217425.0,824825.0,548.3
217475.0,824825.0,548.8
217525.0,824825.0,548.3
217575.0,824825.0,544.9
217625.0,824825.0,543.9
217675.0,824825.0,542.1
217725.0,824825.0,539.6
217775.0,824825.0,537.1
217825.0,824825.0,538.1
217875.0,824825.0,538.4
217925.0,824825.0,541.6
217975.0,824825.0,544.9
218025.0,824825.0,548.5
218075.0,824825.0,553.1
218125.0,824825.0,556.5
218175.0,824825.0,557.8
218225.0,824825.0,558.8
218275.0,824825.0,562.6
218325.0,824825.0,564.4
218375.0,824825.0,568.3
218425.0,824825.0,571.6
218475.0,824825.0,576.0
218525.0,824825.0,579.4
218575.0,824825.0,584.4
218625.0,824825.0,590.3
218675.0,824825.0,595.9
218725.0,824825.0,601.5
218775.0,824825.0,609.2
218825.0,824825.0,618.0
218875.0,824825.0,628.3
218925.0,824825.0,637.7
218975.0,824825.0,643.6
219025.0,824825.0,647.4
219075.0,824825.0,649.6
219125.0,824825.0,648.2
219175.0,824825.0,643.0
219225.0,824825.0,635.0
219275.0,824825.0,624.3
219325.0,824825.0,611.5
219375.0,824825.0,595.2
219425.0,824825.0,581.1
219475.0,824825.0,564.0
219525.0,824825.0,547.5
219575.0,824825.0,528.6
219625.0,824825.0,512.4
219675.0,824825.0,490.1
219725.0,824825.0,474.5
219775.0,824825.0,461.9
219825.0,824825.0,449.6
219875.0,824825.0,436.4
219925.0,824825.0,419.4
219975.0,824825.0,406.3
220025.0,824825.0,401.1
220075.0,824825.0,391.7
220125.0,824825.0,381.1
220175.0,824825.0,376.7
220225.0,824825.0,373.2
220275.0,824825.0,369.3
220325.0,824825.0,358.9
220375.0,824825.0,352.1
220425.0,824825.0,344.1
220475.0,824825.0,337.2
220525.0,824825.0,329.1
220575.0,824825.0,323.5
220625.0,824825.0,311.3
220675.0,824825.0,313.1
220725.0,824825.0,328.6
220775.0,824825.0,339.6
220825.0,824825.0,349.2
220875.0,824825.0,358.3
220925.0,824825.0,370.2
220975.0,824825.0,372.4
221025.0,824825.0,379.3
221075.0,824825.0,382.9
221125.0,824825.0,385.6
221175.0,824825.0,390.4
221225.0,824825.0,398.5
221275.0,824825.0,411.1
221325.0,824825.0,411.7
221375.0,824825.0,408.8
221425.0,824825.0,410.4
221475.0,824825.0,404.2
221525.0,824825.0,403.4
221575.0,824825.0,400.7
221625.0,824825.0,392.4
221675.0,824825.0,381.8
221725.0,824825.0,379.9
221775.0,824825.0,378.7
221825.0,824825.0,378.2
221875.0,824825.0,376.6
221925.0,824825.0,368.9
221975.0,824825.0,365.6
222025.0,824825.0,360.0
222075.0,824825.0,358.7
222125.0,824825.0,356.0
222175.0,824825.0,350.6
222225.0,824825.0,339.1
222275.0,824825.0,328.3
222325.0,824825.0,319.0
222375.0,824825.0,310.5
222425.0,824825.0,299.8
222475.0,824825.0,290.6
222525.0,824825.0,285.8
222575.0,824825.0,284.3
222625.0,824825.0,278.7
222675.0,824825.0,276.2
222725.0,824825.0,275.6
222775.0,824825.0,272.0
222825.0,824825.0,264.8
222875.0,824825.0,257.3
222925.0,824825.0,246.1
222975.0,824825.0,238.4
223025.0,824825.0,231.4
223075.0,824825.0,228.1
223125.0,824825.0,227.2
223175.0,824825.0,217.1
223225.0,824825.0,217.1
223275.0,824825.0,217.1
223325.0,824825.0,217.1
223375.0,824825.0,217.1
223425.0,824825.0,217.1
223475.0,824825.0,217.1
223525.0,824825.0,217.1
223575.0,824825.0,217.1
223625.0,824825.0,217.1
223675.0,824825.0,217.1
223725.0,824825.0,217.1
223775.0,824825.0,217.1
223825.0,824825.0,217.1
223875.0,824825.0,217.1
223925.0,824825.0,217.1
223975.0,824825.0,217.1
224025.0,824825.0,217.1
224075.0,824825.0,217.1
224125.0,824825.0,217.1
224175.0,824825.0,217.1
224225.0,824825.0,217.1
224275.0,824825.0,228.9
224325.0,824825.0,241.8
224375.0,824825.0,258.0
224425.0,824825.0,271.5
224475.0,824825.0,286.3
224525.0,824825.0,303.8
224575.0,824825.0,316.9
224625.0,824825.0,324.7
224675.0,824825.0,330.1
224725.0,824825.0,333.9
224775.0,824825.0,343.8
224825.0,824825.0,356.3
224875.0,824825.0,368.0
224925.0,824825.0,377.0
224975.0,824825.0,384.7
225025.0,824825.0,392.5
225075.0,824825.0,397.5
225125.0,824825.0,399.6
225175.0,824825.0,409.3
225225.0,824825.0,414.2
225275.0,824825.0,421.3
225325.0,824825.0,424.4
225375.0,824825.0,421.7
225425.0,824825.0,411.6
225475.0,824825.0,404.4
225525.0,824825.0,387.2
225575.0,824825.0,371.0
225625.0,824825.0,361.6
225675.0,824825.0,354.9
225725.0,824825.0,341.8
225775.0,824825.0,337.2
225825.0,824825.0,332.7
225875.0,824825.0,331.6
225925.0,824825.0,329.3
225975.0,824825.0,326.8
226025.0,824825.0,318.5
226075.0,824825.0,313.8
226125.0,824825.0,309.6
226175.0,824825.0,303.3
226225.0,824825.0,298.5
226275.0,824825.0,294.5
226325.0,824825.0,289.7
226375.0,824825.0,286.4
226425.0,824825.0,285.7
226475.0,824825.0,286.4
226525.0,824825.0,286.6
226575.0,824825.0,285.0
226625.0,824825.0,284.0
226675.0,824825.0,286.9
226725.0,824825.0,289.1
226775.0,824825.0,281.9
226825.0,824825.0,277.1
226875.0,824825.0,276.8
226925.0,824825.0,277.1
226975.0,824825.0,271.7
227025.0,824825.0,259.8
227075.0,824825.0,251.7
227125.0,824825.0,248.3
227175.0,824825.0,247.6
227225.0,824825.0,247.4
227275.0,824825.0,242.6
227325.0,824825.0,232.5
227375.0,824825.0,219.1
227425.0,824825.0,209.2
227475.0,824825.0,202.7
227525.0,824825.0,191.8
227575.0,824825.0,179.0
227625.0,824825.0,167.1
227675.0,824825.0,151.1
227725.0,824825.0,141.2
227775.0,824825.0,134.5
227825.0,824825.0,129.6
227875.0,824825.0,126.4
227925.0,824825.0,120.5
227975.0,824825.0,117.2
228025.0,824825.0,114.6
228075.0,824825.0,113.4
228125.0,824825.0,110.8
228175.0,824825.0,111.2
228225.0,824825.0,122.9
228275.0,824825.0,126.6
228325.0,824825.0,131.5
228375.0,824825.0,135.7
228425.0,824825.0,139.4
228475.0,824825.0,142.0
228525.0,824825.0,143.7
228575.0,824825.0,146.2
228625.0,824825.0,149.0
228675.0,824825.0,153.7
228725.0,824825.0,156.0
228775.0,824825.0,161.0
228825.0,824825.0,161.4
228875.0,824825.0,161.8
228925.0,824825.0,159.8
228975.0,824825.0,153.9
229025.0,824825.0,157.3
229075.0,824825.0,162.4
229125.0,824825.0,169.3
229175.0,824825.0,176.5
229225.0,824825.0,183.0
229275.0,824825.0,189.6
229325.0,824825.0,196.4
229375.0,824825.0,202.2
229425.0,824825.0,206.8
229475.0,824825.0,211.1
229525.0,824825.0,214.7
229575.0,824825.0,220.3
229625.0,824825.0,229.4
229675.0,824825.0,235.8
229725.0,824825.0,241.0
229775.0,824825.0,244.5
229825.0,824825.0,249.7
229875.0,824825.0,254.8
229925.0,824825.0,256.6
229975.0,824825.0,256.5
200025.0,824775.0,519.9
200075.0,824775.0,523.5
200125.0,824775.0,524.5
200175.0,824775.0,526.4
200225.0,824775.0,525.9
200275.0,824775.0,520.7
200325.0,824775.0,515.1
200375.0,824775.0,514.4
200425.0,824775.0,510.3
200475.0,824775.0,505.5
200525.0,824775.0,500.6
200575.0,824775.0,495.6
200625.0,824775.0,492.8
200675.0,824775.0,493.1
200725.0,824775.0,498.6
200775.0,824775.0,503.0
200825.0,824775.0,510.9
200875.0,824775.0,517.4
200925.0,824775.0,519.9
200975.0,824775.0,524.0
201025.0,824775.0,525.3
201075.0,824775.0,527.0
201125.0,824775.0,529.0
201175.0,824775.0,534.5
201225.0,824775.0,543.1
201275.0,824775.0,554.6
201325.0,824775.0,558.7
201375.0,824775.0,556.0
201425.0,824775.0,549.6
201475.0,824775.0,552.9
201525.0,824775.0,548.9
201575.0,824775.0,541.4
201625.0,824775.0,536.1
201675.0,824775.0,524.9
201725.0,824775.0,522.0
201775.0,824775.0,519.4
201825.0,824775.0,514.5
201875.0,824775.0,506.9
201925.0,824775.0,511.0
201975.0,824775.0,505.5
202025.0,824775.0,508.0
202075.0,824775.0,520.7
202125.0,824775.0,538.2
202175.0,824775.0,556.3
202225.0,824775.0,552.4
202275.0,824775.0,536.7
202325.0,824775.0,509.6
202375.0,824775.0,486.3
202425.0,824775.0,470.9
202475.0,824775.0,457.6
202525.0,824775.0,441.2
202575.0,824775.0,427.4
202625.0,824775.0,415.7
202675.0,824775.0,404.9
202725.0,824775.0,395.7
202775.0,824775.0,383.9
202825.0,824775.0,374.9
202875.0,824775.0,371.1
202925.0,824775.0,369.9
202975.0,824775.0,369.0
203025.0,824775.0,371.5
203075.0,824775.0,379.1
203125.0,824775.0,383.8
203175.0,824775.0,387.9
203225.0,824775.0,396.1
203275.0,824775.0,407.6
203325.0,824775.0,415.8
203375.0,824775.0,428.6
203425.0,824775.0,438.4
203475.0,824775.0,449.6
203525.0,824775.0,460.5
203575.0,824775.0,472.9
203625.0,824775.0,486.3
203675.0,824775.0,504.5
203725.0,824775.0,523.7
203775.0,824775.0,544.2
203825.0,824775.0,542.9
203875.0,824775.0,541.7
203925.0,824775.0,550.8
203975.0,824775.0,545.6
204025.0,824775.0,544.0
204075.0,824775.0,548.9
204125.0,824775.0,556.9
204175.0,824775.0,573.0
204225.0,824775.0,589.5
204275.0,824775.0,598.5
204325.0,824775.0,606.0
204375.0,824775.0,613.2
204425.0,824775.0,628.6
204475.0,824775.0,654.8
204525.0,824775.0,681.4
204575.0,824775.0,702.9
204625.0,824775.0,717.7
204675.0,824775.0,743.9
204725.0,824775.0,773.3
204775.0,824775.0,796.7
204825.0,824775.0,809.9
204875.0,824775.0,828.3
204925.0,824775.0,849.1
204975.0,824775.0,858.5
205025.0,824775.0,866.4
205075.0,824775.0,877.3
205125.0,824775.0,887.1
205175.0,824775.0,900.9
205225.0,824775.0,912.7
205275.0,824775.0,909.1
205325.0,824775.0,873.3
205375.0,824775.0,850.4
205425.0,824775.0,824.1
205475.0,824775.0,800.2
205525.0,824775.0,795.6
205575.0,824775.0,792.1
205625.0,824775.0,799.7
205675.0,824775.0,813.6
205725.0,824775.0,814.3
205775.0,824775.0,826.6
205825.0,824775.0,835.8
205875.0,824775.0,852.0
205925.0,824775.0,860.5
205975.0,824775.0,851.4
206025.0,824775.0,836.7
206075.0,824775.0,824.8
206125.0,824775.0,806.0
206175.0,824775.0,784.9
206225.0,824775.0,769.7
206275.0,824775.0,751.6
206325.0,824775.0,731.3
206375.0,824775.0,716.0
206425.0,824775.0,687.5
206475.0,824775.0,653.1
206525.0,824775.0,616.0
206575.0,824775.0,582.3
206625.0,824775.0,549.4
206675.0,824775.0,522.9
206725.0,824775.0,503.4
206775.0,824775.0,484.8
206825.0,824775.0,484.4
206875.0,824775.0,489.7
206925.0,824775.0,506.1
206975.0,824775.0,520.1
207025.0,824775.0,542.9
207075.0,824775.0,568.5
207125.0,824775.0,599.0
207175.0,824775.0,629.9
207225.0,824775.0,666.3
207275.0,824775.0,700.3
207325.0,824775.0,731.9
207375.0,824775.0,768.7
207425.0,824775.0,809.5
207475.0,824775.0,846.0
207525.0,824775.0,879.3
207575.0,824775.0,913.8
207625.0,824775.0,935.1
207675.0,824775.0,912.5
207725.0,824775.0,884.3
207775.0,824775.0,853.2
207825.0,824775.0,833.2
207875.0,824775.0,816.0
207925.0,824775.0,798.1
207975.0,824775.0,779.0
208025.0,824775.0,771.0
208075.0,824775.0,762.1
208125.0,824775.0,753.5
208175.0,824775.0,744.8
208225.0,824775.0,717.3
208275.0,824775.0,693.4
208325.0,824775.0,677.9
208375.0,824775.0,653.8
208425.0,824775.0,636.5
208475.0,824775.0,606.6
208525.0,824775.0,586.8
208575.0,824775.0,563.0
208625.0,824775.0,539.0
208675.0,824775.0,516.3
208725.0,824775.0,495.9
208775.0,824775.0,477.7
208825.0,824775.0,457.2
208875.0,824775.0,439.2
208925.0,824775.0,423.0
208975.0,824775.0,409.1
209025.0,824775.0,395.5
209075.0,824775.0,387.9
209125.0,824775.0,379.0
209175.0,824775.0,377.1
209225.0,824775.0,380.8
209275.0,824775.0,378.5
209325.0,824775.0,379.2
209375.0,824775.0,382.6
209425.0,824775.0,388.4
209475.0,824775.0,402.4
209525.0,824775.0,414.2
209575.0,824775.0,422.7
209625.0,824775.0,429.8
209675.0,824775.0,437.7
209725.0,824775.0,445.8
209775.0,824775.0,455.9
209825.0,824775.0,470.7
209875.0,824775.0,481.1
209925.0,824775.0,492.9
209975.0,824775.0,503.7
210025.0,824775.0,519.9
210075.0,824775.0,536.0
210125.0,824775.0,556.1
210175.0,824775.0,577.3
210225.0,824775.0,606.2
210275.0,824775.0,626.3
210325.0,824775.0,646.8
210375.0,824775.0,655.4
210425.0,824775.0,666.4
210475.0,824775.0,673.7
210525.0,824775.0,702.4
210575.0,824775.0,735.9
210625.0,824775.0,755.1
210675.0,824775.0,781.2
210725.0,824775.0,805.9
210775.0,824775.0,829.1
210825.0,824775.0,860.1
210875.0,824775.0,894.4
210925.0,824775.0,933.1
210975.0,824775.0,966.5
211025.0,824775.0,994.5
211075.0,824775.0,1012.1
211125.0,824775.0,1031.4
211175.0,824775.0,1047.2
211225.0,824775.0,1058.1
211275.0,824775.0,1065.2
211325.0,824775.0,1068.1
211375.0,824775.0,1065.7
211425.0,824775.0,1060.8
211475.0,824775.0,1063.1
211525.0,824775.0,1071.9
211575.0,824775.0,1082.8
211625.0,824775.0,1090.2
211675.0,824775.0,1079.9
211725.0,824775.0,1051.2
211775.0,824775.0,1020.4
211825.0,824775.0,998.9
211875.0,824775.0,976.2
211925.0,824775.0,958.3
211975.0,824775.0,940.9
212025.0,824775.0,924.1
212075.0,824775.0,913.0
212125.0,824775.0,904.1
212175.0,824775.0,896.8
212225.0,824775.0,895.3
212275.0,824775.0,888.0
212325.0,824775.0,882.0
212375.0,824775.0,872.9
212425.0,824775.0,863.0
212475.0,824775.0,853.1
212525.0,824775.0,845.4
212575.0,824775.0,836.2
212625.0,824775.0,831.0
212675.0,824775.0,826.0
212725.0,824775.0,827.1
212775.0,824775.0,828.9
212825.0,824775.0,828.2
212875.0,824775.0,823.2
212925.0,824775.0,820.9
212975.0,824775.0,815.3
213025.0,824775.0,816.0
213075.0,824775.0,820.9
213125.0,824775.0,832.4
213175.0,824775.0,850.9
213225.0,824775.0,866.1
213275.0,824775.0,891.1
213325.0,824775.0,909.6
213375.0,824775.0,922.3
213425.0,824775.0,940.2
213475.0,824775.0,966.6
213525.0,824775.0,975.5
213575.0,824775.0,972.5
213625.0,824775.0,958.0
213675.0,824775.0,935.5
213725.0,824775.0,919.1
213775.0,824775.0,893.3
213825.0,824775.0,868.1
213875.0,824775.0,851.3
213925.0,824775.0,841.2
213975.0,824775.0,843.3
214025.0,824775.0,839.1
214075.0,824775.0,826.7
214125.0,824775.0,828.4
214175.0,824775.0,816.3
214225.0,824775.0,813.2
214275.0,824775.0,807.9
214325.0,824775.0,795.7
214375.0,824775.0,794.4
214425.0,824775.0,798.6
214475.0,824775.0,792.3
214525.0,824775.0,800.4
214575.0,824775.0,786.9
214625.0,824775.0,785.6
214675.0,824775.0,782.2
214725.0,824775.0,778.9
214775.0,824775.0,781.1
214825.0,824775.0,768.7
214875.0,824775.0,762.3
214925.0,824775.0,761.8
214975.0,824775.0,767.3
215025.0,824775.0,773.8
215075.0,824775.0,778.7
215125.0,824775.0,777.4
215175.0,824775.0,782.1
215225.0,824775.0,786.2
215275.0,824775.0,791.2
215325.0,824775.0,791.9
215375.0,824775.0,799.1
215425.0,824775.0,806.7
215475.0,824775.0,816.1
215525.0,824775.0,827.3
215575.0,824775.0,838.5
215625.0,824775.0,837.2
215675.0,824775.0,835.1
215725.0,824775.0,829.2
215775.0,824775.0,821.0
215825.0,824775.0,814.9
215875.0,824775.0,798.6
215925.0,824775.0,783.6
215975.0,824775.0,771.9
216025.0,824775.0,761.4
216075.0,824775.0,750.7
216125.0,824775.0,743.4
216175.0,824775.0,736.5
216225.0,824775.0,728.3
216275.0,824775.0,715.9
216325.0,824775.0,701.8
216375.0,824775.0,685.1
216425.0,824775.0,666.2
216475.0,824775.0,643.4
216525.0,824775.0,622.9
216575.0,824775.0,606.1
216625.0,824775.0,601.0
216675.0,824775.0,589.9
216725.0,824775.0,577.9
216775.0,824775.0,572.8
216825.0,824775.0,568.3
216875.0,824775.0,563.3
216925.0,824775.0,561.8
216975.0,824775.0,558.1
217025.0,824775.0,556.5
217075.0,824775.0,554.2
217125.0,824775.0,553.7
217175.0,824775.0,551.5
217225.0,824775.0,551.8
217275.0,824775.0,551.2
217325.0,824775.0,550.2
217375.0,824775.0,550.3
217425.0,824775.0,550.8
217475.0,824775.0,549.3
217525.0,824775.0,546.1
217575.0,824775.0,545.4
217625.0,824775.0,544.9
217675.0,824775.0,543.5
217725.0,824775.0,540.8
217775.0,824775.0,539.4
217825.0,824775.0,542.1
217875.0,824775.0,542.7
217925.0,824775.0,545.4
217975.0,824775.0,548.5
218025.0,824775.0,550.9
218075.0,824775.0,552.9
218125.0,824775.0,556.3
218175.0,824775.0,558.6
218225.0,824775.0,560.5
218275.0,824775.0,562.6
218325.0,824775.0,566.1
218375.0,824775.0,570.1
218425.0,824775.0,572.9
218475.0,824775.0,576.9
218525.0,824775.0,580.4
218575.0,824775.0,586.0
218625.0,824775.0,590.9
218675.0,824775.0,596.3
218725.0,824775.0,604.0
218775.0,824775.0,612.9
218825.0,824775.0,623.5
218875.0,824775.0,632.6
218925.0,824775.0,637.9
218975.0,824775.0,641.4
219025.0,824775.0,643.1
219075.0,824775.0,641.7
219125.0,824775.0,639.7
219175.0,824775.0,635.0
219225.0,824775.0,626.6
219275.0,824775.0,616.7
219325.0,824775.0,604.2
219375.0,824775.0,589.5
219425.0,824775.0,576.0
219475.0,824775.0,561.8
219525.0,824775.0,544.3
219575.0,824775.0,525.7
219625.0,824775.0,511.0
219675.0,824775.0,488.6
219725.0,824775.0,471.5
219775.0,824775.0,456.7
219825.0,824775.0,444.2
219875.0,824775.0,432.9
219925.0,824775.0,417.8
219975.0,824775.0,404.9
220025.0,824775.0,395.8
220075.0,824775.0,387.6
220125.0,824775.0,378.3
220175.0,824775.0,373.2
220225.0,824775.0,371.5
220275.0,824775.0,364.7
220325.0,824775.0,356.5
220375.0,824775.0,348.5
220425.0,824775.0,344.1
220475.0,824775.0,331.2
220525.0,824775.0,322.9
220575.0,824775.0,316.1
220625.0,824775.0,310.0
220675.0,824775.0,306.9
220725.0,824775.0,324.7
220775.0,824775.0,335.0
220825.0,824775.0,347.1
220875.0,824775.0,354.0
220925.0,824775.0,359.6
220975.0,824775.0,366.5
221025.0,824775.0,368.9
221075.0,824775.0,371.4
221125.0,824775.0,371.0
221175.0,824775.0,375.0
221225.0,824775.0,380.0
221275.0,824775.0,389.2
221325.0,824775.0,390.1
221375.0,824775.0,389.4
221425.0,824775.0,393.0
221475.0,824775.0,386.1
221525.0,824775.0,379.7
221575.0,824775.0,376.2
221625.0,824775.0,364.8
221675.0,824775.0,355.6
221725.0,824775.0,356.0
221775.0,824775.0,355.6
221825.0,824775.0,354.3
221875.0,824775.0,351.1
221925.0,824775.0,348.0
221975.0,824775.0,346.2
222025.0,824775.0,342.5
222075.0,824775.0,340.7
222125.0,824775.0,337.3
222175.0,824775.0,334.0
222225.0,824775.0,325.2
222275.0,824775.0,314.7
222325.0,824775.0,306.6
222375.0,824775.0,298.2
222425.0,824775.0,284.3
222475.0,824775.0,273.2
222525.0,824775.0,271.7
222575.0,824775.0,271.1
222625.0,824775.0,266.9
222675.0,824775.0,265.7
222725.0,824775.0,265.0
222775.0,824775.0,259.7
222825.0,824775.0,251.5
222875.0,824775.0,242.4
222925.0,824775.0,241.4
222975.0,824775.0,238.3
223025.0,824775.0,228.1
223075.0,824775.0,217.1
223125.0,824775.0,217.1
223175.0,824775.0,217.1
223225.0,824775.0,217.1
223275.0,824775.0,217.1
223325.0,824775.0,217.1
223375.0,824775.0,217.1
223425.0,824775.0,217.1
223475.0,824775.0,217.1
223525.0,824775.0,217.1
223575.0,824775.0,217.1
223625.0,824775.0,217.1
223675.0,824775.0,217.1
223725.0,824775.0,217.1
223775.0,824775.0,217.1
223825.0,824775.0,217.1
223875.0,824775.0,217.1
223925.0,824775.0,217.1
223975.0,824775.0,217.1
224025.0,824775.0,217.1
224075.0,824775.0,217.1
224125.0,824775.0,217.1
224175.0,824775.0,217.1
224225.0,824775.0,217.1
224275.0,824775.0,233.5
224325.0,824775.0,247.3
224375.0,824775.0,259.1
224425.0,824775.0,274.5
224475.0,824775.0,299.0
224525.0,824775.0,309.9
224575.0,824775.0,315.6
224625.0,824775.0,323.2
224675.0,824775.0,331.2
224725.0,824775.0,333.9
224775.0,824775.0,336.4
224825.0,824775.0,352.9
224875.0,824775.0,364.2
224925.0,824775.0,372.6
224975.0,824775.0,384.2
225025.0,824775.0,392.0
225075.0,824775.0,395.3
225125.0,824775.0,404.0
225175.0,824775.0,411.6
225225.0,824775.0,411.3
225275.0,824775.0,412.1
225325.0,824775.0,408.6
225375.0,824775.0,406.4
225425.0,824775.0,403.2
225475.0,824775.0,395.6
225525.0,824775.0,383.6
225575.0,824775.0,371.3
225625.0,824775.0,364.0
225675.0,824775.0,355.3
225725.0,824775.0,345.4
225775.0,824775.0,339.1
225825.0,824775.0,335.6
225875.0,824775.0,333.1
225925.0,824775.0,328.0
225975.0,824775.0,324.6
226025.0,824775.0,316.6
226075.0,824775.0,312.0
226125.0,824775.0,312.4
226175.0,824775.0,313.7
226225.0,824775.0,311.6
226275.0,824775.0,306.2
226325.0,824775.0,296.8
226375.0,824775.0,290.9
226425.0,824775.0,287.4
226475.0,824775.0,286.6
226525.0,824775.0,292.2
226575.0,824775.0,293.7
226625.0,824775.0,293.1
226675.0,824775.0,291.1
226725.0,824775.0,288.1
226775.0,824775.0,281.5
226825.0,824775.0,275.9
226875.0,824775.0,278.1
226925.0,824775.0,280.7
226975.0,824775.0,275.2
227025.0,824775.0,262.7
227075.0,824775.0,248.3
227125.0,824775.0,245.2
227175.0,824775.0,245.3
227225.0,824775.0,242.1
227275.0,824775.0,237.9
227325.0,824775.0,227.5
227375.0,824775.0,214.4
227425.0,824775.0,205.5
227475.0,824775.0,198.5
227525.0,824775.0,189.5
227575.0,824775.0,178.0
227625.0,824775.0,165.3
227675.0,824775.0,151.2
227725.0,824775.0,142.7
227775.0,824775.0,131.8
227825.0,824775.0,128.2
227875.0,824775.0,123.4
227925.0,824775.0,118.7
227975.0,824775.0,115.8
228025.0,824775.0,118.6
228075.0,824775.0,111.3
228125.0,824775.0,111.1
228175.0,824775.0,122.0
228225.0,824775.0,125.9
228275.0,824775.0,132.2
228325.0,824775.0,139.1
228375.0,824775.0,141.7
228425.0,824775.0,143.4
228475.0,824775.0,145.6
228525.0,824775.0,149.6
228575.0,824775.0,153.3
228625.0,824775.0,156.4
228675.0,824775.0,160.0
228725.0,824775.0,164.9
228775.0,824775.0,166.0
228825.0,824775.0,167.1
228875.0,824775.0,164.7
228925.0,824775.0,164.5
228975.0,824775.0,159.1
229025.0,824775.0,157.0
229075.0,824775.0,165.4
229125.0,824775.0,172.3
229175.0,824775.0,179.8
229225.0,824775.0,186.6
229275.0,824775.0,193.6
229325.0,824775.0,200.2
229375.0,824775.0,206.1
229425.0,824775.0,211.3
229475.0,824775.0,216.3
229525.0,824775.0,221.6
229575.0,824775.0,230.6
229625.0,824775.0,236.6
229675.0,824775.0,242.4
229725.0,824775.0,246.2
229775.0,824775.0,249.6
229825.0,824775.0,256.1
229875.0,824775.0,260.3
229925.0,824775.0,263.2
229975.0,824775.0,266.9
200025.0,824725.0,516.8
200075.0,824725.0,519.7
200125.0,824725.0,523.9
200175.0,824725.0,530.7
200225.0,824725.0,527.4
200275.0,824725.0,518.2
200325.0,824725.0,513.9
200375.0,824725.0,512.3
200425.0,824725.0,506.2
200475.0,824725.0,502.8
200525.0,824725.0,498.0
200575.0,824725.0,496.4
200625.0,824725.0,493.3
200675.0,824725.0,502.0
200725.0,824725.0,514.1
200775.0,824725.0,516.3
200825.0,824725.0,524.3
200875.0,824725.0,530.3
200925.0,824725.0,535.6
200975.0,824725.0,537.4
201025.0,824725.0,539.9
201075.0,824725.0,536.8
201125.0,824725.0,546.7
201175.0,824725.0,552.8
201225.0,824725.0,573.0
201275.0,824725.0,580.6
201325.0,824725.0,587.1
201375.0,824725.0,578.8
201425.0,824725.0,571.7
201475.0,824725.0,572.6
201525.0,824725.0,571.8
201575.0,824725.0,557.7
201625.0,824725.0,541.2
201675.0,824725.0,529.9
201725.0,824725.0,522.8
201775.0,824725.0,518.3
201825.0,824725.0,516.2
201875.0,824725.0,509.4
201925.0,824725.0,509.4
201975.0,824725.0,508.7
202025.0,824725.0,511.9
202075.0,824725.0,520.6
202125.0,824725.0,536.6
202175.0,824725.0,553.6
202225.0,824725.0,547.5
202275.0,824725.0,536.0
202325.0,824725.0,513.3
202375.0,824725.0,490.2
202425.0,824725.0,475.8
202475.0,824725.0,465.7
202525.0,824725.0,447.5
202575.0,824725.0,433.4
202625.0,824725.0,417.4
202675.0,824725.0,400.5
202725.0,824725.0,393.5
202775.0,824725.0,385.8
202825.0,824725.0,376.0
202875.0,824725.0,371.6
202925.0,824725.0,370.9
202975.0,824725.0,370.2
203025.0,824725.0,371.8
203075.0,824725.0,375.4
203125.0,824725.0,385.2
203175.0,824725.0,391.0
203225.0,824725.0,397.2
203275.0,824725.0,409.4
203325.0,824725.0,418.6
203375.0,824725.0,428.7
203425.0,824725.0,442.6
