easting(x),northing(y),elevation(z)
200925.0,832875.0,615.4
200975.0,832875.0,643.9
201025.0,832875.0,678.0
201075.0,832875.0,703.8
201125.0,832875.0,714.0
201175.0,832875.0,723.6
201225.0,832875.0,723.2
201275.0,832875.0,708.2
201325.0,832875.0,682.9
201375.0,832875.0,664.2
201425.0,832875.0,651.2
201475.0,832875.0,628.7
201525.0,832875.0,618.6
201575.0,832875.0,610.0
201625.0,832875.0,594.1
201675.0,832875.0,580.2
201725.0,832875.0,562.9
201775.0,832875.0,557.0
201825.0,832875.0,558.7
201875.0,832875.0,563.9
201925.0,832875.0,571.8
201975.0,832875.0,583.3
202025.0,832875.0,594.2
202075.0,832875.0,606.0
202125.0,832875.0,616.0
202175.0,832875.0,621.6
202225.0,832875.0,620.9
202275.0,832875.0,621.3
202325.0,832875.0,619.8
202375.0,832875.0,622.0
202425.0,832875.0,612.5
202475.0,832875.0,610.0
202525.0,832875.0,593.0
202575.0,832875.0,615.5
202625.0,832875.0,621.4
202675.0,832875.0,629.5
202725.0,832875.0,625.6
202775.0,832875.0,621.6
202825.0,832875.0,620.4
202875.0,832875.0,624.8
202925.0,832875.0,628.8
202975.0,832875.0,617.1
203025.0,832875.0,617.6
203075.0,832875.0,630.1
203125.0,832875.0,642.7
203175.0,832875.0,641.8
203225.0,832875.0,634.9
203275.0,832875.0,629.2
203325.0,832875.0,623.0
203375.0,832875.0,618.3
203425.0,832875.0,607.5
203475.0,832875.0,584.7
203525.0,832875.0,552.6
203575.0,832875.0,528.3
203625.0,832875.0,507.6
203675.0,832875.0,492.3
203725.0,832875.0,483.4
203775.0,832875.0,459.6
203825.0,832875.0,447.9
203875.0,832875.0,438.5
203925.0,832875.0,433.3
203975.0,832875.0,431.5
204025.0,832875.0,429.8
204075.0,832875.0,429.5
204125.0,832875.0,432.8
204175.0,832875.0,434.5
204225.0,832875.0,436.4
204275.0,832875.0,442.9
204325.0,832875.0,452.0
204375.0,832875.0,463.4
204425.0,832875.0,476.5
204475.0,832875.0,494.0
204525.0,832875.0,513.5
204575.0,832875.0,542.2
204625.0,832875.0,564.4
204675.0,832875.0,592.8
204725.0,832875.0,611.1
204775.0,832875.0,617.4
204825.0,832875.0,616.7
204875.0,832875.0,622.0
204925.0,832875.0,641.5
204975.0,832875.0,661.7
205025.0,832875.0,700.0
205075.0,832875.0,734.6
205125.0,832875.0,769.8
205175.0,832875.0,803.3
205225.0,832875.0,837.8
205275.0,832875.0,854.7
205325.0,832875.0,843.0
205375.0,832875.0,813.4
205425.0,832875.0,781.8
205475.0,832875.0,763.8
205525.0,832875.0,741.4
205575.0,832875.0,714.5
205625.0,832875.0,698.7
205675.0,832875.0,692.0
205725.0,832875.0,697.6
205775.0,832875.0,696.4
205825.0,832875.0,696.8
205875.0,832875.0,694.0
205925.0,832875.0,701.0
205975.0,832875.0,716.4
206025.0,832875.0,735.4
206075.0,832875.0,770.3
206125.0,832875.0,811.1
206175.0,832875.0,826.5
206225.0,832875.0,820.2
206275.0,832875.0,812.1
206325.0,832875.0,803.2
206375.0,832875.0,798.2
206425.0,832875.0,795.5
206475.0,832875.0,794.5
206525.0,832875.0,796.6
206575.0,832875.0,798.9
206625.0,832875.0,804.8
206675.0,832875.0,806.2
206725.0,832875.0,803.5
206775.0,832875.0,797.1
206825.0,832875.0,790.6
206875.0,832875.0,781.6
206925.0,832875.0,771.9
206975.0,832875.0,754.4
207025.0,832875.0,712.4
207075.0,832875.0,659.7
207125.0,832875.0,623.7
207175.0,832875.0,587.6
207225.0,832875.0,557.4
207275.0,832875.0,532.7
207325.0,832875.0,506.2
207375.0,832875.0,483.1
207425.0,832875.0,463.3
207475.0,832875.0,444.4
207525.0,832875.0,428.2
207575.0,832875.0,414.5
207625.0,832875.0,399.2
207675.0,832875.0,387.3
207725.0,832875.0,379.3
207775.0,832875.0,374.5
207825.0,832875.0,366.0
207875.0,832875.0,362.2
207925.0,832875.0,358.6
207975.0,832875.0,356.8
208025.0,832875.0,357.2
208075.0,832875.0,364.1
208125.0,832875.0,376.1
208175.0,832875.0,387.5
208225.0,832875.0,403.4
208275.0,832875.0,417.7
208325.0,832875.0,440.2
208375.0,832875.0,452.1
208425.0,832875.0,483.5
208475.0,832875.0,501.6
208525.0,832875.0,520.6
208575.0,832875.0,537.8
208625.0,832875.0,551.4
208675.0,832875.0,562.5
208725.0,832875.0,570.7
208775.0,832875.0,583.1
208825.0,832875.0,597.3
208875.0,832875.0,618.8
208925.0,832875.0,636.0
208975.0,832875.0,654.7
209025.0,832875.0,680.5
209075.0,832875.0,720.2
209125.0,832875.0,749.6
209175.0,832875.0,776.5
209225.0,832875.0,808.4
209275.0,832875.0,835.7
209325.0,832875.0,858.3
209375.0,832875.0,882.0
209425.0,832875.0,899.0
209475.0,832875.0,915.7
209525.0,832875.0,930.7
209575.0,832875.0,943.1
209625.0,832875.0,957.3
209675.0,832875.0,976.2
209725.0,832875.0,992.4
209775.0,832875.0,1005.5
209825.0,832875.0,1017.0
209875.0,832875.0,1028.9
209925.0,832875.0,1040.0
209975.0,832875.0,1047.9
210025.0,832875.0,1017.4
210075.0,832875.0,979.9
210125.0,832875.0,952.0
210175.0,832875.0,928.0
210225.0,832875.0,902.1
210275.0,832875.0,883.2
210325.0,832875.0,860.8
210375.0,832875.0,851.1
210425.0,832875.0,840.5
210475.0,832875.0,835.7
210525.0,832875.0,819.5
210575.0,832875.0,808.8
210625.0,832875.0,801.8
210675.0,832875.0,803.8
210725.0,832875.0,811.2
210775.0,832875.0,808.3
210825.0,832875.0,821.2
210875.0,832875.0,836.5
210925.0,832875.0,838.2
210975.0,832875.0,842.8
211025.0,832875.0,840.8
211075.0,832875.0,816.1
211125.0,832875.0,769.9
211175.0,832875.0,734.9
211225.0,832875.0,702.0
211275.0,832875.0,668.0
211325.0,832875.0,642.7
211375.0,832875.0,640.6
211425.0,832875.0,633.3
211475.0,832875.0,623.3
211525.0,832875.0,614.4
211575.0,832875.0,613.7
211625.0,832875.0,616.9
211675.0,832875.0,629.0
211725.0,832875.0,641.5
211775.0,832875.0,654.1
211825.0,832875.0,665.4
211875.0,832875.0,679.1
211925.0,832875.0,697.2
211975.0,832875.0,720.9
212025.0,832875.0,753.8
212075.0,832875.0,789.1
212125.0,832875.0,820.6
212175.0,832875.0,836.2
212225.0,832875.0,868.6
212275.0,832875.0,899.9
212325.0,832875.0,926.6
212375.0,832875.0,944.3
212425.0,832875.0,952.0
212475.0,832875.0,958.3
212525.0,832875.0,957.8
212575.0,832875.0,957.7
212625.0,832875.0,954.4
212675.0,832875.0,944.3
212725.0,832875.0,935.4
212775.0,832875.0,925.4
212825.0,832875.0,912.6
212875.0,832875.0,898.7
212925.0,832875.0,877.3
212975.0,832875.0,862.3
213025.0,832875.0,856.4
213075.0,832875.0,851.9
213125.0,832875.0,842.9
213175.0,832875.0,836.1
213225.0,832875.0,826.8
213275.0,832875.0,816.7
213325.0,832875.0,802.9
213375.0,832875.0,793.4
213425.0,832875.0,760.3
213475.0,832875.0,706.2
213525.0,832875.0,655.1
213575.0,832875.0,623.6
213625.0,832875.0,588.9
213675.0,832875.0,578.1
213725.0,832875.0,574.0
213775.0,832875.0,562.7
213825.0,832875.0,542.2
213875.0,832875.0,529.8
213925.0,832875.0,519.9
213975.0,832875.0,502.9
214025.0,832875.0,498.0
214075.0,832875.0,490.1
214125.0,832875.0,493.2
214175.0,832875.0,503.1
214225.0,832875.0,520.9
214275.0,832875.0,532.0
214325.0,832875.0,544.2
214375.0,832875.0,552.8
214425.0,832875.0,562.6
214475.0,832875.0,570.6
214525.0,832875.0,585.8
214575.0,832875.0,606.6
214625.0,832875.0,627.3
214675.0,832875.0,652.9
214725.0,832875.0,680.3
214775.0,832875.0,707.1
214825.0,832875.0,731.7
214875.0,832875.0,753.8
214925.0,832875.0,775.9
214975.0,832875.0,794.0
215025.0,832875.0,810.1
215075.0,832875.0,823.5
215125.0,832875.0,835.0
215175.0,832875.0,844.2
215225.0,832875.0,853.2
215275.0,832875.0,861.2
215325.0,832875.0,869.3
215375.0,832875.0,881.3
215425.0,832875.0,890.9
215475.0,832875.0,901.4
215525.0,832875.0,911.4
215575.0,832875.0,919.5
215625.0,832875.0,924.7
215675.0,832875.0,928.3
215725.0,832875.0,931.0
215775.0,832875.0,931.8
215825.0,832875.0,930.3
215875.0,832875.0,910.8
215925.0,832875.0,870.9
215975.0,832875.0,839.2
216025.0,832875.0,807.3
216075.0,832875.0,780.7
216125.0,832875.0,759.7
216175.0,832875.0,753.4
216225.0,832875.0,741.2
216275.0,832875.0,715.1
216325.0,832875.0,689.7
216375.0,832875.0,669.4
216425.0,832875.0,638.7
216475.0,832875.0,623.8
216525.0,832875.0,595.6
216575.0,832875.0,588.4
216625.0,832875.0,591.5
216675.0,832875.0,597.7
216725.0,832875.0,604.8
216775.0,832875.0,609.1
216825.0,832875.0,616.0
216875.0,832875.0,622.9
216925.0,832875.0,626.9
216975.0,832875.0,629.4
217025.0,832875.0,627.7
217075.0,832875.0,628.0
217125.0,832875.0,629.9
217175.0,832875.0,625.8
217225.0,832875.0,623.3
217275.0,832875.0,617.9
217325.0,832875.0,613.7
217375.0,832875.0,608.5
217425.0,832875.0,601.8
217475.0,832875.0,602.6
217525.0,832875.0,596.1
217575.0,832875.0,587.3
217625.0,832875.0,583.0
217675.0,832875.0,583.1
217725.0,832875.0,580.6
217775.0,832875.0,570.7
217825.0,832875.0,565.0
217875.0,832875.0,570.8
217925.0,832875.0,572.1
217975.0,832875.0,574.4
218025.0,832875.0,580.2
218075.0,832875.0,587.8
218125.0,832875.0,598.5
218175.0,832875.0,616.7
218225.0,832875.0,645.1
218275.0,832875.0,660.6
218325.0,832875.0,672.3
218375.0,832875.0,682.9
218425.0,832875.0,693.6
218475.0,832875.0,701.6
218525.0,832875.0,707.4
218575.0,832875.0,715.2
218625.0,832875.0,725.8
218675.0,832875.0,735.5
218725.0,832875.0,742.3
218775.0,832875.0,746.1
218825.0,832875.0,747.5
218875.0,832875.0,749.2
218925.0,832875.0,749.5
218975.0,832875.0,747.5
219025.0,832875.0,747.1
219075.0,832875.0,746.3
219125.0,832875.0,742.6
219175.0,832875.0,734.2
219225.0,832875.0,716.9
219275.0,832875.0,687.1
219325.0,832875.0,666.3
219375.0,832875.0,649.9
219425.0,832875.0,635.8
219475.0,832875.0,624.4
219525.0,832875.0,614.6
219575.0,832875.0,599.6
219625.0,832875.0,586.1
219675.0,832875.0,579.2
219725.0,832875.0,570.3
219775.0,832875.0,553.5
219825.0,832875.0,532.0
219875.0,832875.0,510.3
219925.0,832875.0,493.6
219975.0,832875.0,484.5
220025.0,832875.0,474.3
220075.0,832875.0,466.4
220125.0,832875.0,458.3
220175.0,832875.0,446.9
220225.0,832875.0,431.1
220275.0,832875.0,413.2
220325.0,832875.0,395.6
220375.0,832875.0,377.1
220425.0,832875.0,367.6
220475.0,832875.0,364.1
220525.0,832875.0,365.7
220575.0,832875.0,369.7
220625.0,832875.0,383.1
220675.0,832875.0,404.5
220725.0,832875.0,428.9
220775.0,832875.0,457.8
220825.0,832875.0,489.8
220875.0,832875.0,523.7
220925.0,832875.0,548.0
220975.0,832875.0,566.7
221025.0,832875.0,589.1
221075.0,832875.0,610.0
221125.0,832875.0,629.4
221175.0,832875.0,647.9
221225.0,832875.0,668.2
221275.0,832875.0,680.2
221325.0,832875.0,706.7
221375.0,832875.0,739.0
221425.0,832875.0,753.4
221475.0,832875.0,753.5
221525.0,832875.0,744.7
221575.0,832875.0,732.3
221625.0,832875.0,722.2
221675.0,832875.0,716.3
221725.0,832875.0,703.0
221775.0,832875.0,685.2
221825.0,832875.0,672.5
221875.0,832875.0,657.1
221925.0,832875.0,629.9
221975.0,832875.0,614.5
222025.0,832875.0,608.4
222075.0,832875.0,602.9
222125.0,832875.0,595.2
222175.0,832875.0,582.9
222225.0,832875.0,563.7
222275.0,832875.0,546.8
222325.0,832875.0,538.5
222375.0,832875.0,535.7
222425.0,832875.0,526.9
222475.0,832875.0,512.6
222525.0,832875.0,505.0
222575.0,832875.0,498.2
222625.0,832875.0,496.3
222675.0,832875.0,489.3
222725.0,832875.0,494.9
222775.0,832875.0,502.1
222825.0,832875.0,501.9
222875.0,832875.0,505.4
222925.0,832875.0,509.4
222975.0,832875.0,514.9
223025.0,832875.0,518.3
223075.0,832875.0,523.7
223125.0,832875.0,527.1
223175.0,832875.0,527.4
223225.0,832875.0,522.7
223275.0,832875.0,520.9
223325.0,832875.0,522.4
223375.0,832875.0,523.0
223425.0,832875.0,515.6
223475.0,832875.0,507.8
223525.0,832875.0,502.4
223575.0,832875.0,492.6
223625.0,832875.0,477.0
223675.0,832875.0,463.9
223725.0,832875.0,460.9
223775.0,832875.0,449.3
223825.0,832875.0,441.0
223875.0,832875.0,437.7
223925.0,832875.0,429.4
223975.0,832875.0,412.0
224025.0,832875.0,428.4
224075.0,832875.0,429.3
224125.0,832875.0,423.2
224175.0,832875.0,413.3
224225.0,832875.0,397.9
224275.0,832875.0,393.3
224325.0,832875.0,387.3
224375.0,832875.0,380.0
224425.0,832875.0,368.2
224475.0,832875.0,356.6
224525.0,832875.0,336.2
224575.0,832875.0,322.8
224625.0,832875.0,311.9
224675.0,832875.0,299.1
224725.0,832875.0,286.2
224775.0,832875.0,279.3
224825.0,832875.0,268.3
224875.0,832875.0,262.5
224925.0,832875.0,253.7
224975.0,832875.0,249.8
225025.0,832875.0,236.2
225075.0,832875.0,208.8
225125.0,832875.0,209.7
225175.0,832875.0,209.3
225225.0,832875.0,210.9
225275.0,832875.0,211.4
225325.0,832875.0,211.8
225375.0,832875.0,205.1
225425.0,832875.0,203.6
225475.0,832875.0,192.5
225525.0,832875.0,191.1
225575.0,832875.0,192.9
225625.0,832875.0,193.2
225675.0,832875.0,194.2
225725.0,832875.0,193.5
225775.0,832875.0,193.2
225825.0,832875.0,192.5
225875.0,832875.0,193.1
225925.0,832875.0,192.7
225975.0,832875.0,192.9
226025.0,832875.0,196.3
226075.0,832875.0,204.1
226125.0,832875.0,217.6
226175.0,832875.0,226.9
226225.0,832875.0,237.1
226275.0,832875.0,230.2
226325.0,832875.0,224.8
226375.0,832875.0,220.7
226425.0,832875.0,221.2
226475.0,832875.0,230.7
226525.0,832875.0,237.9
226575.0,832875.0,242.9
226625.0,832875.0,242.0
226675.0,832875.0,236.1
226725.0,832875.0,248.5
226775.0,832875.0,262.5
226825.0,832875.0,278.8
226875.0,832875.0,290.9
226925.0,832875.0,289.6
226975.0,832875.0,281.0
227025.0,832875.0,278.5
227075.0,832875.0,273.3
227125.0,832875.0,260.1
227175.0,832875.0,239.5
227225.0,832875.0,230.5
227275.0,832875.0,232.8
227325.0,832875.0,233.3
227375.0,832875.0,227.7
227425.0,832875.0,219.1
227475.0,832875.0,207.9
227525.0,832875.0,198.4
227575.0,832875.0,194.8
227625.0,832875.0,194.6
227675.0,832875.0,191.0
227725.0,832875.0,186.2
227775.0,832875.0,183.6
227825.0,832875.0,181.5
227875.0,832875.0,178.8
227925.0,832875.0,179.3
227975.0,832875.0,179.7
228025.0,832875.0,179.4
228075.0,832875.0,178.6
228125.0,832875.0,179.7
228175.0,832875.0,185.2
228225.0,832875.0,193.2
228275.0,832875.0,209.8
228325.0,832875.0,217.8
228375.0,832875.0,226.0
228425.0,832875.0,234.1
228475.0,832875.0,251.9
228525.0,832875.0,260.7
228575.0,832875.0,265.3
228625.0,832875.0,270.7
228675.0,832875.0,273.3
228725.0,832875.0,279.2
228775.0,832875.0,287.8
228825.0,832875.0,297.7
228875.0,832875.0,296.4
228925.0,832875.0,285.3
228975.0,832875.0,296.9
229025.0,832875.0,301.7
229075.0,832875.0,305.1
229125.0,832875.0,312.0
229175.0,832875.0,327.3
229225.0,832875.0,333.8
229275.0,832875.0,340.2
229325.0,832875.0,348.0
229375.0,832875.0,351.5
229425.0,832875.0,355.5
229475.0,832875.0,367.3
229525.0,832875.0,378.2
229575.0,832875.0,373.3
229625.0,832875.0,364.4
229675.0,832875.0,367.7
229725.0,832875.0,377.0
229775.0,832875.0,376.9
229825.0,832875.0,382.4
229875.0,832875.0,381.3
229925.0,832875.0,379.4
229975.0,832875.0,392.5
200025.0,832825.0,281.3
200075.0,832825.0,291.8
200125.0,832825.0,298.9
200175.0,832825.0,310.8
200225.0,832825.0,321.4
200275.0,832825.0,330.2
200325.0,832825.0,338.1
200375.0,832825.0,349.0
200425.0,832825.0,363.9
200475.0,832825.0,376.7
200525.0,832825.0,395.9
200575.0,832825.0,409.6
200625.0,832825.0,426.7
200675.0,832825.0,452.9
200725.0,832825.0,477.4
200775.0,832825.0,508.9
200825.0,832825.0,545.9
200875.0,832825.0,579.4
200925.0,832825.0,612.1
200975.0,832825.0,644.5
201025.0,832825.0,682.0
201075.0,832825.0,703.4
201125.0,832825.0,721.1
201175.0,832825.0,722.1
201225.0,832825.0,729.1
201275.0,832825.0,730.3
201325.0,832825.0,704.5
201375.0,832825.0,682.7
201425.0,832825.0,668.7
201475.0,832825.0,659.8
201525.0,832825.0,644.7
201575.0,832825.0,621.0
201625.0,832825.0,601.7
201675.0,832825.0,591.6
201725.0,832825.0,575.6
201775.0,832825.0,578.1
201825.0,832825.0,572.3
201875.0,832825.0,579.1
201925.0,832825.0,591.9
201975.0,832825.0,605.3
202025.0,832825.0,620.8
202075.0,832825.0,635.8
202125.0,832825.0,641.3
202175.0,832825.0,640.4
202225.0,832825.0,642.6
202275.0,832825.0,643.1
202325.0,832825.0,638.6
202375.0,832825.0,634.2
202425.0,832825.0,623.7
202475.0,832825.0,623.0
202525.0,832825.0,623.3
202575.0,832825.0,634.1
202625.0,832825.0,639.9
202675.0,832825.0,647.7
202725.0,832825.0,648.3
202775.0,832825.0,641.6
202825.0,832825.0,648.8
202875.0,832825.0,653.3
202925.0,832825.0,649.0
202975.0,832825.0,632.0
203025.0,832825.0,626.0
203075.0,832825.0,622.1
203125.0,832825.0,632.0
203175.0,832825.0,639.6
203225.0,832825.0,638.1
203275.0,832825.0,635.5
203325.0,832825.0,630.4
203375.0,832825.0,625.5
203425.0,832825.0,623.1
203475.0,832825.0,606.8
203525.0,832825.0,566.3
203575.0,832825.0,532.5
203625.0,832825.0,514.2
203675.0,832825.0,503.3
203725.0,832825.0,485.5
203775.0,832825.0,461.2
203825.0,832825.0,450.6
203875.0,832825.0,441.8
203925.0,832825.0,437.6
203975.0,832825.0,436.9
204025.0,832825.0,432.4
204075.0,832825.0,430.7
204125.0,832825.0,434.0
204175.0,832825.0,436.8
204225.0,832825.0,440.7
204275.0,832825.0,449.8
204325.0,832825.0,460.5
204375.0,832825.0,474.1
204425.0,832825.0,492.9
204475.0,832825.0,515.8
204525.0,832825.0,549.1
204575.0,832825.0,575.7
204625.0,832825.0,600.1
204675.0,832825.0,623.1
204725.0,832825.0,628.2
204775.0,832825.0,629.7
204825.0,832825.0,628.7
204875.0,832825.0,635.0
204925.0,832825.0,655.4
204975.0,832825.0,681.4
205025.0,832825.0,716.8
205075.0,832825.0,746.8
205125.0,832825.0,779.3
205175.0,832825.0,810.5
205225.0,832825.0,844.1
205275.0,832825.0,861.1
205325.0,832825.0,844.4
205375.0,832825.0,810.8
205425.0,832825.0,782.8
205475.0,832825.0,759.5
205525.0,832825.0,736.4
205575.0,832825.0,717.2
205625.0,832825.0,703.9
205675.0,832825.0,698.4
205725.0,832825.0,707.9
205775.0,832825.0,706.2
205825.0,832825.0,716.0
205875.0,832825.0,721.2
205925.0,832825.0,731.9
205975.0,832825.0,744.8
206025.0,832825.0,764.2
206075.0,832825.0,795.8
206125.0,832825.0,827.2
206175.0,832825.0,828.3
206225.0,832825.0,818.8
206275.0,832825.0,805.9
206325.0,832825.0,793.9
206375.0,832825.0,782.3
206425.0,832825.0,779.1
206475.0,832825.0,779.8
206525.0,832825.0,781.0
206575.0,832825.0,782.4
206625.0,832825.0,788.9
206675.0,832825.0,792.1
206725.0,832825.0,790.0
206775.0,832825.0,783.9
206825.0,832825.0,777.1
206875.0,832825.0,766.8
206925.0,832825.0,747.3
206975.0,832825.0,720.0
207025.0,832825.0,683.1
207075.0,832825.0,636.3
207125.0,832825.0,601.2
207175.0,832825.0,567.8
207225.0,832825.0,539.3
207275.0,832825.0,514.0
207325.0,832825.0,490.1
207375.0,832825.0,469.3
207425.0,832825.0,451.7
207475.0,832825.0,432.7
207525.0,832825.0,417.5
207575.0,832825.0,403.8
207625.0,832825.0,393.1
207675.0,832825.0,385.2
207725.0,832825.0,376.4
207775.0,832825.0,371.3
207825.0,832825.0,364.8
207875.0,832825.0,360.8
207925.0,832825.0,358.7
207975.0,832825.0,358.0
208025.0,832825.0,363.9
208075.0,832825.0,370.9
208125.0,832825.0,380.3
208175.0,832825.0,396.9
208225.0,832825.0,412.5
208275.0,832825.0,430.9
208325.0,832825.0,452.7
208375.0,832825.0,475.1
208425.0,832825.0,490.9
208475.0,832825.0,513.4
208525.0,832825.0,532.4
208575.0,832825.0,550.2
208625.0,832825.0,565.4
208675.0,832825.0,574.5
208725.0,832825.0,580.9
208775.0,832825.0,593.0
208825.0,832825.0,605.5
208875.0,832825.0,622.6
208925.0,832825.0,641.2
208975.0,832825.0,663.7
209025.0,832825.0,687.9
209075.0,832825.0,730.1
209125.0,832825.0,757.6
209175.0,832825.0,778.7
209225.0,832825.0,809.0
209275.0,832825.0,835.2
209325.0,832825.0,857.2
209375.0,832825.0,877.1
209425.0,832825.0,893.5
209475.0,832825.0,907.5
209525.0,832825.0,921.2
209575.0,832825.0,934.0
209625.0,832825.0,949.0
209675.0,832825.0,966.1
209725.0,832825.0,980.4
209775.0,832825.0,993.7
209825.0,832825.0,1007.1
209875.0,832825.0,1020.3
209925.0,832825.0,1031.3
209975.0,832825.0,1042.4
210025.0,832825.0,1036.1
210075.0,832825.0,1004.5
210125.0,832825.0,975.7
210175.0,832825.0,949.2
210225.0,832825.0,917.0
210275.0,832825.0,891.6
210325.0,832825.0,872.7
210375.0,832825.0,862.7
210425.0,832825.0,841.3
210475.0,832825.0,826.7
210525.0,832825.0,816.7
210575.0,832825.0,818.7
210625.0,832825.0,811.8
210675.0,832825.0,791.2
210725.0,832825.0,785.9
210775.0,832825.0,778.0
210825.0,832825.0,784.6
210875.0,832825.0,797.3
210925.0,832825.0,802.7
210975.0,832825.0,803.6
211025.0,832825.0,802.9
211075.0,832825.0,791.5
211125.0,832825.0,760.2
211175.0,832825.0,727.7
211225.0,832825.0,694.0
211275.0,832825.0,662.6
211325.0,832825.0,638.7
211375.0,832825.0,635.2
211425.0,832825.0,632.8
211475.0,832825.0,626.2
211525.0,832825.0,614.4
211575.0,832825.0,612.0
211625.0,832825.0,606.8
211675.0,832825.0,618.5
211725.0,832825.0,635.1
211775.0,832825.0,646.4
211825.0,832825.0,657.8
211875.0,832825.0,666.8
211925.0,832825.0,681.6
211975.0,832825.0,704.4
212025.0,832825.0,733.5
212075.0,832825.0,769.4
212125.0,832825.0,797.9
212175.0,832825.0,821.7
212225.0,832825.0,855.8
212275.0,832825.0,887.3
212325.0,832825.0,908.1
212375.0,832825.0,921.9
212425.0,832825.0,927.9
212475.0,832825.0,928.1
212525.0,832825.0,930.4
212575.0,832825.0,931.6
212625.0,832825.0,932.2
212675.0,832825.0,930.2
212725.0,832825.0,924.0
212775.0,832825.0,913.7
212825.0,832825.0,901.5
212875.0,832825.0,888.3
212925.0,832825.0,873.0
212975.0,832825.0,854.1
213025.0,832825.0,841.9
213075.0,832825.0,835.7
213125.0,832825.0,828.2
213175.0,832825.0,823.5
213225.0,832825.0,814.4
213275.0,832825.0,805.6
213325.0,832825.0,796.9
213375.0,832825.0,787.3
213425.0,832825.0,767.9
213475.0,832825.0,720.5
213525.0,832825.0,672.7
213575.0,832825.0,624.5
213625.0,832825.0,595.3
213675.0,832825.0,585.3
213725.0,832825.0,565.0
213775.0,832825.0,544.5
213825.0,832825.0,535.0
213875.0,832825.0,523.5
213925.0,832825.0,508.7
213975.0,832825.0,497.1
214025.0,832825.0,490.5
214075.0,832825.0,486.3
214125.0,832825.0,491.0
214175.0,832825.0,503.7
214225.0,832825.0,517.8
214275.0,832825.0,527.8
214325.0,832825.0,538.0
214375.0,832825.0,549.7
214425.0,832825.0,560.2
214475.0,832825.0,571.5
214525.0,832825.0,587.7
214575.0,832825.0,608.8
214625.0,832825.0,629.3
214675.0,832825.0,656.0
214725.0,832825.0,686.0
214775.0,832825.0,711.3
214825.0,832825.0,737.5
214875.0,832825.0,761.1
214925.0,832825.0,782.8
214975.0,832825.0,802.7
215025.0,832825.0,819.3
215075.0,832825.0,832.1
215125.0,832825.0,844.9
215175.0,832825.0,854.3
215225.0,832825.0,861.5
215275.0,832825.0,868.7
215325.0,832825.0,876.5
215375.0,832825.0,886.3
215425.0,832825.0,895.4
215475.0,832825.0,903.4
215525.0,832825.0,908.8
215575.0,832825.0,913.9
215625.0,832825.0,917.5
215675.0,832825.0,919.5
215725.0,832825.0,920.3
215775.0,832825.0,921.7
215825.0,832825.0,921.2
215875.0,832825.0,911.8
215925.0,832825.0,875.2
215975.0,832825.0,838.2
216025.0,832825.0,812.6
216075.0,832825.0,800.5
216125.0,832825.0,778.1
216175.0,832825.0,761.9
216225.0,832825.0,738.9
216275.0,832825.0,718.6
216325.0,832825.0,695.7
216375.0,832825.0,669.9
216425.0,832825.0,645.7
216475.0,832825.0,623.0
216525.0,832825.0,589.3
216575.0,832825.0,574.4
216625.0,832825.0,572.4
216675.0,832825.0,575.0
216725.0,832825.0,578.2
216775.0,832825.0,584.1
216825.0,832825.0,589.9
216875.0,832825.0,596.6
216925.0,832825.0,602.4
216975.0,832825.0,607.7
217025.0,832825.0,607.1
217075.0,832825.0,608.1
217125.0,832825.0,606.7
217175.0,832825.0,604.6
217225.0,832825.0,602.8
217275.0,832825.0,601.0
217325.0,832825.0,599.4
217375.0,832825.0,597.2
217425.0,832825.0,593.0
217475.0,832825.0,593.0
217525.0,832825.0,589.2
217575.0,832825.0,582.8
217625.0,832825.0,578.1
217675.0,832825.0,575.3
217725.0,832825.0,573.4
217775.0,832825.0,563.7
217825.0,832825.0,551.8
217875.0,832825.0,563.3
217925.0,832825.0,563.6
217975.0,832825.0,567.9
218025.0,832825.0,573.3
218075.0,832825.0,579.6
218125.0,832825.0,589.1
218175.0,832825.0,602.5
218225.0,832825.0,625.1
218275.0,832825.0,643.8
218325.0,832825.0,658.2
218375.0,832825.0,671.6
218425.0,832825.0,683.9
218475.0,832825.0,694.6
218525.0,832825.0,703.8
218575.0,832825.0,712.4
218625.0,832825.0,724.4
218675.0,832825.0,734.7
218725.0,832825.0,741.3
218775.0,832825.0,745.8
218825.0,832825.0,751.3
218875.0,832825.0,754.0
218925.0,832825.0,754.0
218975.0,832825.0,755.8
219025.0,832825.0,754.7
219075.0,832825.0,752.3
219125.0,832825.0,748.3
219175.0,832825.0,742.6
219225.0,832825.0,731.1
219275.0,832825.0,701.8
219325.0,832825.0,678.2
219375.0,832825.0,665.9
219425.0,832825.0,653.6
219475.0,832825.0,639.1
219525.0,832825.0,626.5
219575.0,832825.0,609.1
219625.0,832825.0,598.9
219675.0,832825.0,588.3
219725.0,832825.0,576.0
219775.0,832825.0,551.3
219825.0,832825.0,535.9
219875.0,832825.0,520.5
219925.0,832825.0,505.8
219975.0,832825.0,494.2
220025.0,832825.0,480.2
220075.0,832825.0,472.5
220125.0,832825.0,465.7
220175.0,832825.0,454.1
220225.0,832825.0,438.5
220275.0,832825.0,419.2
220325.0,832825.0,399.3
220375.0,832825.0,381.3
220425.0,832825.0,368.8
220475.0,832825.0,360.5
220525.0,832825.0,357.7
220575.0,832825.0,361.5
220625.0,832825.0,373.5
220675.0,832825.0,388.1
220725.0,832825.0,413.0
