Total Deer,Total Wolves,Total Deer Killed,Weekly Deer Killed,Deer per Wolf,Weekly Deer Births,Weekly Deer Natural Deaths,Weekly Wolf Births,Weekly Wolf Natural Deaths,Number of Packs,Number of Herds,Week,Year,Run,Extinction
11835,40,0,0,295.875,0,0,0,0,5,459,0.0,0.0,0,True
11840,39,5,5,303.5897435897436,29,19,0,1,5,459,0.5,0.009615384615384616,0,True
11839,39,10,5,303.56410256410254,20,16,0,0,5,459,1.0,0.019230769230769232,0,True
11845,40,13,3,296.125,26,17,1,0,6,459,1.5,0.028846153846153848,0,True
11844,40,22,9,296.1,23,15,0,0,6,459,2.0,0.038461538461538464,0,True
11841,40,31,9,296.025,32,26,0,0,6,459,2.5,0.04807692307692308,0,True
11841,40,38,7,296.025,26,19,0,0,6,459,3.0,0.057692307692307696,0,True
11844,41,45,7,288.8780487804878,29,19,1,0,6,459,3.5,0.0673076923076923,0,True
11843,41,53,8,288.8536585365854,25,18,0,0,6,459,4.0,0.07692307692307693,0,True
11845,41,59,6,288.9024390243902,23,15,0,0,6,459,4.5,0.08653846153846154,0,True
11857,41,66,7,289.1951219512195,36,17,0,0,6,459,5.0,0.09615384615384616,0,True
11864,40,70,4,296.6,30,19,0,1,6,459,5.5,0.10576923076923077,0,True
11857,40,77,7,296.425,20,20,0,0,6,459,6.0,0.11538461538461539,0,True
11854,40,84,7,296.35,24,20,0,0,6,459,6.5,0.125,0,True
11845,40,90,6,296.125,25,28,0,0,6,459,7.0,0.1346153846153846,0,True
11839,40,97,7,295.975,29,28,0,0,6,459,7.5,0.14423076923076922,0,True
11832,40,103,6,295.8,22,23,0,0,6,459,8.0,0.15384615384615385,0,True
11816,40,110,7,295.4,15,24,0,0,6,459,8.5,0.16346153846153846,0,True
11804,40,116,6,295.1,24,30,0,0,6,459,9.0,0.17307692307692307,0,True
11809,40,123,7,295.225,32,20,0,0,6,459,9.5,0.18269230769230768,0,True
11798,40,130,7,294.95,22,26,0,0,6,459,10.0,0.19230769230769232,0,True
11797,40,139,9,294.925,24,16,0,0,6,459,10.5,0.20192307692307693,0,True
11794,40,146,7,294.85,18,14,0,0,6,459,11.0,0.21153846153846154,0,True
11797,40,151,5,294.925,23,15,0,0,6,459,11.5,0.22115384615384615,0,True
11791,40,154,3,294.775,18,21,0,0,6,459,12.0,0.23076923076923078,0,True
11788,40,160,6,294.7,16,13,0,0,6,459,12.5,0.2403846153846154,0,True
11781,40,168,8,294.525,26,25,0,0,6,459,13.0,0.25,0,True
11774,40,175,7,294.35,20,20,0,0,6,459,13.5,0.25961538461538464,0,True
11787,40,180,5,294.675,39,21,0,0,6,459,14.0,0.2692307692307692,0,True
11784,40,188,8,294.6,23,18,0,0,6,459,14.5,0.27884615384615385,0,True
11783,41,192,4,287.390243902439,23,20,1,0,6,459,15.0,0.28846153846153844,0,True
11784,41,198,6,287.4146341463415,28,21,0,0,6,459,15.5,0.2980769230769231,0,True
11790,41,204,6,287.5609756097561,25,13,0,0,6,459,16.0,0.3076923076923077,0,True
11787,41,207,3,287.4878048780488,28,28,0,0,6,459,16.5,0.3173076923076923,0,True
11794,41,211,4,287.6585365853659,31,20,0,0,6,459,17.0,0.3269230769230769,0,True
11797,42,214,3,280.8809523809524,19,13,1,0,6,459,17.5,0.33653846153846156,0,True
11786,43,224,10,274.09302325581393,28,29,1,0,6,459,18.0,0.34615384615384615,0,True
11792,43,231,7,274.2325581395349,32,19,0,0,6,459,18.5,0.3557692307692308,0,True
11785,43,238,7,274.06976744186045,21,21,0,0,6,459,19.0,0.36538461538461536,0,True
11787,43,247,9,274.1162790697674,30,19,0,0,6,459,19.5,0.375,0,True
11772,43,253,6,273.7674418604651,33,42,0,0,6,459,20.0,0.38461538461538464,0,True
11765,43,262,9,273.6046511627907,23,21,0,0,6,459,20.5,0.3942307692307692,0,True
11765,43,270,8,273.6046511627907,31,23,0,0,6,459,21.0,0.40384615384615385,0,True
11755,43,273,3,273.3720930232558,18,25,0,0,6,459,21.5,0.41346153846153844,0,True
11754,43,278,5,273.3488372093023,28,24,0,0,6,459,22.0,0.4230769230769231,0,True
11749,42,286,8,279.73809523809524,27,24,0,1,6,459,22.5,0.4326923076923077,0,True
11742,42,295,9,279.57142857142856,26,24,0,0,6,459,23.0,0.4423076923076923,0,True
11739,42,302,7,279.5,25,21,0,0,6,459,23.5,0.4519230769230769,0,True
11739,42,307,5,279.5,29,24,0,0,6,459,24.0,0.46153846153846156,0,True
11746,42,310,3,279.6666666666667,31,21,0,0,6,459,24.5,0.47115384615384615,0,True
11742,42,315,5,279.57142857142856,22,21,0,0,6,459,25.0,0.4807692307692308,0,True
11744,41,319,4,286.4390243902439,26,20,0,1,6,459,25.5,0.49038461538461536,0,True
11754,41,326,7,286.6829268292683,38,21,0,0,6,459,26.0,0.5,0,True
11753,41,334,8,286.6585365853659,29,22,0,0,6,459,26.5,0.5096153846153846,0,True
11751,41,339,5,286.609756097561,18,15,0,0,6,459,27.0,0.5192307692307693,0,True
11762,41,346,7,286.8780487804878,30,12,0,0,6,459,27.5,0.5288461538461539,0,True
11765,41,351,5,286.9512195121951,24,16,0,0,6,459,28.0,0.5384615384615384,0,True
11776,41,358,7,287.219512195122,37,19,0,0,6,459,28.5,0.5480769230769231,0,True
11768,41,364,6,287.0243902439024,26,28,0,0,6,459,29.0,0.5576923076923077,0,True
11754,41,371,7,286.6829268292683,17,24,0,0,6,459,29.5,0.5673076923076923,0,True
11741,41,379,8,286.3658536585366,27,32,0,0,6,459,30.0,0.5769230769230769,0,True
11738,41,386,7,286.2926829268293,24,20,0,0,6,459,30.5,0.5865384615384616,0,True
11734,41,391,5,286.1951219512195,22,21,0,0,6,459,31.0,0.5961538461538461,0,True
11736,41,399,8,286.2439024390244,28,18,0,0,6,459,31.5,0.6057692307692307,0,True
11737,41,403,4,286.2682926829268,25,20,0,0,6,459,32.0,0.6153846153846154,0,True
11726,41,410,7,286.0,24,28,0,0,6,459,32.5,0.625,0,True
11725,42,416,6,279.1666666666667,25,20,1,0,6,459,33.0,0.6346153846153846,0,True
11730,42,421,5,279.2857142857143,31,21,0,0,6,459,33.5,0.6442307692307693,0,True
11728,42,429,8,279.23809523809524,26,20,0,0,6,459,34.0,0.6538461538461539,0,True
11730,42,436,7,279.2857142857143,28,19,0,0,6,459,34.5,0.6634615384615384,0,True
11714,42,442,6,278.9047619047619,13,23,0,0,6,459,35.0,0.6730769230769231,0,True
11707,42,447,5,278.73809523809524,26,28,0,0,6,459,35.5,0.6826923076923077,0,True
11705,42,453,6,278.6904761904762,23,19,0,0,6,459,36.0,0.6923076923076923,0,True
11701,42,460,7,278.5952380952381,25,22,0,0,6,459,36.5,0.7019230769230769,0,True
11686,42,467,7,278.23809523809524,23,31,0,0,6,459,37.0,0.7115384615384616,0,True
11685,42,470,3,278.2142857142857,26,24,0,0,6,459,37.5,0.7211538461538461,0,True
11693,42,476,6,278.4047619047619,30,16,0,0,6,459,38.0,0.7307692307692307,0,True
11693,42,481,5,278.4047619047619,28,23,0,0,6,459,38.5,0.7403846153846154,0,True
11710,42,487,6,278.8095238095238,38,15,0,0,6,459,39.0,0.75,0,True
11716,42,493,6,278.95238095238096,32,20,0,0,6,459,39.5,0.7596153846153846,0,True
11708,42,500,7,278.76190476190476,24,25,0,0,6,459,40.0,0.7692307692307693,0,True
11702,42,506,6,278.6190476190476,22,22,0,0,6,459,40.5,0.7788461538461539,0,True
11689,43,515,9,271.83720930232556,23,27,1,0,6,459,41.0,0.7884615384615384,0,True
11691,43,520,5,271.8837209302326,28,21,0,0,6,459,41.5,0.7980769230769231,0,True
11700,43,526,6,272.09302325581393,28,13,0,0,6,459,42.0,0.8076923076923077,0,True
11700,43,532,6,272.09302325581393,27,21,0,0,6,459,42.5,0.8173076923076923,0,True
11696,44,538,6,265.8181818181818,27,25,1,0,6,459,43.0,0.8269230769230769,0,True
11698,44,545,7,265.8636363636364,24,15,0,0,6,459,43.5,0.8365384615384616,0,True
11701,44,551,6,265.9318181818182,27,18,0,0,6,459,44.0,0.8461538461538461,0,True
11701,44,557,6,265.9318181818182,25,19,0,0,6,459,44.5,0.8557692307692307,0,True
11699,44,562,5,265.8863636363636,24,21,0,0,6,459,45.0,0.8653846153846154,0,True
11698,44,569,7,265.8636363636364,30,24,0,0,6,459,45.5,0.875,0,True
11700,44,571,2,265.90909090909093,26,22,0,0,6,459,46.0,0.8846153846153846,0,True
11702,44,578,7,265.95454545454544,27,18,0,0,6,459,46.5,0.8942307692307693,0,True
11702,44,582,4,265.95454545454544,28,24,0,0,6,459,47.0,0.9038461538461539,0,True
11698,44,588,6,265.8636363636364,21,19,0,0,6,459,47.5,0.9134615384615384,0,True
11695,44,596,8,265.79545454545456,20,15,0,0,6,459,48.0,0.9230769230769231,0,True
11678,44,602,6,265.40909090909093,24,35,0,0,6,459,48.5,0.9326923076923077,0,True
11676,43,607,5,271.5348837209302,21,18,0,1,6,459,49.0,0.9423076923076923,0,True
11676,43,613,6,271.5348837209302,26,20,0,0,6,459,49.5,0.9519230769230769,0,True
11677,43,618,5,271.5581395348837,30,24,0,0,6,459,50.0,0.9615384615384616,0,True
11679,43,625,7,271.6046511627907,25,16,0,0,6,459,50.5,0.9711538461538461,0,True
11679,44,630,5,265.4318181818182,27,22,1,0,6,459,51.0,0.9807692307692307,0,True
11670,44,634,4,265.22727272727275,24,29,0,0,6,459,51.5,0.9903846153846154,0,True
11654,44,639,5,264.8636363636364,18,29,0,0,6,459,52.0,1.0,0,True
11662,44,642,3,265.04545454545456,31,20,0,0,6,459,52.5,1.0096153846153846,0,True
11667,44,647,5,265.15909090909093,34,24,0,0,6,459,53.0,1.0192307692307692,0,True
11680,44,651,4,265.45454545454544,30,13,0,0,6,459,53.5,1.0288461538461537,0,True
11677,45,656,5,259.4888888888889,25,23,1,0,6,459,54.0,1.0384615384615385,0,True
11675,46,665,9,253.80434782608697,30,23,1,0,6,459,54.5,1.0480769230769231,0,True
11674,46,671,6,253.7826086956522,26,21,0,0,6,459,55.0,1.0576923076923077,0,True
11677,47,678,7,248.4468085106383,28,18,1,0,6,459,55.5,1.0673076923076923,0,True
11670,47,684,6,248.29787234042553,21,22,0,0,6,459,56.0,1.0769230769230769,0,True
11664,47,691,7,248.17021276595744,20,19,0,0,6,459,56.5,1.0865384615384615,0,True
11667,46,699,8,253.6304347826087,29,18,0,1,6,459,57.0,1.0961538461538463,0,True
11668,46,707,8,253.65217391304347,30,21,0,0,6,459,57.5,1.1057692307692308,0,True
11666,47,712,5,248.2127659574468,21,18,1,0,6,459,58.0,1.1153846153846154,0,True
11656,47,717,5,248.0,22,27,0,0,6,459,58.5,1.125,0,True
11646,47,721,4,247.7872340425532,30,36,0,0,6,459,59.0,1.1346153846153846,0,True
11653,47,725,4,247.93617021276594,30,19,0,0,6,459,59.5,1.1442307692307692,0,True
11651,47,730,5,247.89361702127658,26,23,0,0,6,459,60.0,1.1538461538461537,0,True
11659,47,736,6,248.06382978723406,35,21,0,0,6,459,60.5,1.1634615384615385,0,True
11655,48,744,8,242.8125,27,23,1,0,6,459,61.0,1.1730769230769231,0,True
11654,48,754,10,242.79166666666666,30,21,0,0,6,459,61.5,1.1826923076923077,0,True
11654,48,762,8,242.79166666666666,23,15,0,0,6,459,62.0,1.1923076923076923,0,True
11646,48,771,9,242.625,29,28,0,0,6,459,62.5,1.2019230769230769,0,True
11652,49,777,6,237.79591836734693,29,17,1,0,6,459,63.0,1.2115384615384615,0,True
11648,48,784,7,242.66666666666666,24,21,0,1,6,459,63.5,1.2211538461538463,0,True
11650,48,787,3,242.70833333333334,29,24,0,0,6,459,64.0,1.2307692307692308,0,True
11658,48,791,4,242.875,25,13,0,0,6,459,64.5,1.2403846153846154,0,True
11654,48,799,8,242.79166666666666,28,24,0,0,6,459,65.0,1.25,0,True
11656,48,805,6,242.83333333333334,21,13,0,0,6,459,65.5,1.2596153846153846,0,True
11662,48,810,5,242.95833333333334,29,18,0,0,6,459,66.0,1.2692307692307692,0,True
11652,48,817,7,242.75,18,21,0,0,6,459,66.5,1.2788461538461537,0,True
11653,48,823,6,242.77083333333334,27,20,0,0,6,459,67.0,1.2884615384615385,0,True
11657,48,830,7,242.85416666666666,39,28,0,0,6,459,67.5,1.2980769230769231,0,True
11654,48,833,3,242.79166666666666,34,34,0,0,6,459,68.0,1.3076923076923077,0,True
11648,49,839,6,237.71428571428572,25,25,1,0,6,459,68.5,1.3173076923076923,0,True
11638,50,845,6,232.76,19,23,1,0,6,459,69.0,1.3269230769230769,0,True
11632,50,852,7,232.64,19,18,0,0,6,459,69.5,1.3365384615384615,0,True
11624,50,857,5,232.48,20,23,0,0,6,459,70.0,1.3461538461538463,0,True
11622,50,865,8,232.44,26,20,0,0,6,459,70.5,1.3557692307692308,0,True
11606,50,870,5,232.12,15,26,0,0,6,459,71.0,1.3653846153846154,0,True
11609,50,876,6,232.18,34,25,0,0,6,459,71.5,1.375,0,True
11611,50,883,7,232.22,29,20,0,0,6,459,72.0,1.3846153846153846,0,True
11622,50,887,4,232.44,33,18,0,0,6,459,72.5,1.3942307692307692,0,True
11615,50,894,7,232.3,28,28,0,0,6,459,73.0,1.4038461538461537,0,True
11610,51,904,10,227.64705882352942,28,23,1,0,6,459,73.5,1.4134615384615385,0,True
11600,51,909,5,227.45098039215685,23,28,0,0,6,459,74.0,1.4230769230769231,0,True
11588,51,917,8,227.2156862745098,24,28,0,0,6,459,74.5,1.4326923076923077,0,True
11579,51,922,5,227.0392156862745,22,26,0,0,6,459,75.0,1.4423076923076923,0,True
11578,51,929,7,227.01960784313727,31,25,0,0,6,459,75.5,1.4519230769230769,0,True
11575,51,934,5,226.9607843137255,22,20,0,0,6,459,76.0,1.4615384615384615,0,True
11570,50,941,7,231.4,26,24,0,1,6,459,76.5,1.4711538461538463,0,True
11575,50,948,7,231.5,31,19,0,0,6,459,77.0,1.4807692307692308,0,True
11575,50,956,8,231.5,32,24,0,0,6,459,77.5,1.4903846153846154,0,True
11575,50,963,7,231.5,24,17,0,0,6,459,78.0,1.5,0,True
11578,50,970,7,231.56,33,23,0,0,6,459,78.5,1.5096153846153846,0,True
11580,50,976,6,231.6,22,14,0,0,6,459,79.0,1.5192307692307692,0,True
11588,50,980,4,231.76,36,24,0,0,6,459,79.5,1.5288461538461537,0,True
11586,50,986,6,231.72,21,17,0,0,6,459,80.0,1.5384615384615385,0,True
11578,50,993,7,231.56,23,24,0,0,6,459,80.5,1.5480769230769231,0,True
11571,50,997,4,231.42,18,21,0,0,6,459,81.0,1.5576923076923077,0,True
11569,49,1004,7,236.10204081632654,22,17,0,1,6,459,81.5,1.5673076923076923,0,True
11569,49,1009,5,236.10204081632654,24,19,0,0,6,458,82.0,1.5769230769230769,0,True
11566,49,1015,6,236.0408163265306,30,27,0,0,6,458,82.5,1.5865384615384615,0,True
11562,49,1023,8,235.9591836734694,27,23,0,0,6,458,83.0,1.5961538461538463,0,True
11554,49,1031,8,235.79591836734693,21,21,0,0,6,458,83.5,1.6057692307692308,0,True
11551,49,1038,7,235.73469387755102,25,21,0,0,6,458,84.0,1.6153846153846154,0,True
11550,49,1043,5,235.71428571428572,22,18,0,0,6,458,84.5,1.625,0,True
11560,49,1047,4,235.91836734693877,26,12,0,0,6,458,85.0,1.6346153846153846,0,True
11547,49,1052,5,235.6530612244898,22,30,0,0,6,458,85.5,1.6442307692307692,0,True
11558,49,1061,9,235.87755102040816,33,13,0,0,6,458,86.0,1.6538461538461537,0,True
11550,49,1067,6,235.71428571428572,23,25,0,0,6,458,86.5,1.6634615384615385,0,True
11553,49,1070,3,235.77551020408163,26,20,0,0,6,458,87.0,1.6730769230769231,0,True
11541,50,1076,6,230.82,17,23,1,0,6,458,87.5,1.6826923076923077,0,True
11551,50,1082,6,231.02,29,13,0,0,6,458,88.0,1.6923076923076923,0,True
11548,50,1089,7,230.96,22,18,0,0,6,458,88.5,1.7019230769230769,0,True
11551,50,1096,7,231.02,31,21,0,0,6,458,89.0,1.7115384615384615,0,True
11546,50,1104,8,230.92,20,17,0,0,6,458,89.5,1.7211538461538463,0,True
11559,50,1110,6,231.18,35,16,0,0,6,458,90.0,1.7307692307692308,0,True
11553,50,1116,6,231.06,24,24,0,0,6,458,90.5,1.7403846153846154,0,True
11539,50,1121,5,230.78,15,24,0,0,6,458,91.0,1.75,0,True
11541,50,1130,9,230.82,29,18,0,0,6,458,91.5,1.7596153846153846,0,True
11537,50,1136,6,230.74,29,27,0,0,6,458,92.0,1.7692307692307692,0,True
11543,50,1142,6,230.86,29,17,0,0,6,458,92.5,1.7788461538461537,0,True
11550,50,1149,7,231.0,31,17,0,0,6,458,93.0,1.7884615384615385,0,True
11546,50,1155,6,230.92,26,24,0,0,6,458,93.5,1.7980769230769231,0,True
11558,51,1162,7,226.62745098039215,38,19,1,0,7,458,94.0,1.8076923076923077,0,True
11542,51,1168,6,226.31372549019608,15,25,0,0,7,458,94.5,1.8173076923076923,0,True
11538,51,1174,6,226.23529411764707,24,22,0,0,7,458,95.0,1.8269230769230769,0,True
11542,51,1180,6,226.31372549019608,28,18,0,0,7,458,95.5,1.8365384615384615,0,True
11541,51,1185,5,226.2941176470588,23,19,0,0,7,458,96.0,1.8461538461538463,0,True
11534,51,1192,7,226.15686274509804,18,18,0,0,7,458,96.5,1.8557692307692308,0,True
11539,51,1197,5,226.2549019607843,32,22,0,0,7,458,97.0,1.8653846153846154,0,True
11539,52,1205,8,221.90384615384616,28,20,1,0,7,458,97.5,1.875,0,True
11532,52,1214,9,221.76923076923077,26,24,0,0,7,458,98.0,1.8846153846153846,0,True
11531,52,1222,8,221.75,27,20,0,0,7,458,98.5,1.8942307692307692,0,True
11524,52,1230,8,221.6153846153846,26,25,0,0,7,458,99.0,1.9038461538461537,0,True
11523,52,1239,9,221.59615384615384,27,19,0,0,7,458,99.5,1.9134615384615385,0,True
11527,52,1244,5,221.67307692307693,24,15,0,0,7,458,100.0,1.9230769230769231,0,True
11523,52,1249,5,221.59615384615384,18,17,0,0,7,458,100.5,1.9326923076923077,0,True
11518,52,1258,9,221.5,27,23,0,0,7,458,101.0,1.9423076923076923,0,True
11522,52,1263,5,221.57692307692307,30,21,0,0,7,458,101.5,1.9519230769230769,0,True
11511,52,1269,6,221.3653846153846,22,27,0,0,7,458,102.0,1.9615384615384615,0,True
11495,52,1277,8,221.05769230769232,17,25,0,0,7,458,102.5,1.9711538461538463,0,True
11490,52,1283,6,220.96153846153845,18,17,0,0,7,458,103.0,1.9807692307692308,0,True
11481,51,1293,10,225.11764705882354,18,17,0,1,7,458,103.5,1.9903846153846154,0,True
11475,51,1303,10,225.0,30,26,0,0,7,458,104.0,2.0,0,True
11473,51,1309,6,224.9607843137255,22,18,0,0,7,458,104.5,2.0096153846153846,0,True
11487,51,1317,8,225.23529411764707,36,14,0,0,7,458,105.0,2.019230769230769,0,True
11496,52,1320,3,221.07692307692307,42,30,1,0,7,458,105.5,2.0288461538461537,0,True
11479,52,1331,11,220.75,26,32,0,0,7,458,106.0,2.0384615384615383,0,True
11482,52,1337,6,220.80769230769232,27,18,0,0,7,458,106.5,2.048076923076923,0,True
11475,52,1345,8,220.67307692307693,21,20,0,0,7,458,107.0,2.0576923076923075,0,True
11476,52,1352,7,220.69230769230768,25,17,0,0,7,458,107.5,2.0673076923076925,0,True
11489,52,1357,5,220.94230769230768,35,17,0,0,7,458,108.0,2.076923076923077,0,True
11483,52,1364,7,220.82692307692307,19,18,0,0,7,458,108.5,2.0865384615384617,0,True
11485,52,1372,8,220.8653846153846,29,19,0,0,7,458,109.0,2.0961538461538463,0,True
11496,52,1382,10,221.07692307692307,38,17,0,0,7,458,109.5,2.105769230769231,0,True
11494,52,1391,9,221.03846153846155,28,21,0,0,7,458,110.0,2.1153846153846154,0,True
11515,52,1397,6,221.44230769230768,39,12,0,0,7,458,110.5,2.125,0,True
11522,52,1403,6,221.57692307692307,31,18,0,0,7,458,111.0,2.1346153846153846,0,True
11507,52,1409,6,221.28846153846155,21,30,0,0,7,458,111.5,2.144230769230769,0,True
11504,52,1415,6,221.23076923076923,37,34,0,0,7,458,112.0,2.1538461538461537,0,True
11497,52,1424,9,221.09615384615384,19,17,0,0,7,458,112.5,2.1634615384615383,0,True
11499,52,1429,5,221.1346153846154,23,16,0,0,7,458,113.0,2.173076923076923,0,True
11500,52,1438,9,221.15384615384616,24,14,0,0,7,458,113.5,2.1826923076923075,0,True
11491,52,1446,8,220.98076923076923,19,20,0,0,7,458,114.0,2.1923076923076925,0,True
11491,52,1454,8,220.98076923076923,25,17,0,0,7,458,114.5,2.201923076923077,0,True
11491,51,1460,6,225.31372549019608,30,24,0,1,7,458,115.0,2.2115384615384617,0,True
11478,51,1470,10,225.05882352941177,25,28,0,0,7,458,115.5,2.2211538461538463,0,True
11482,51,1475,5,225.13725490196077,32,23,0,0,7,458,116.0,2.230769230769231,0,True
11474,51,1483,8,224.98039215686273,21,21,0,0,7,458,116.5,2.2403846153846154,0,True
11477,51,1487,4,225.0392156862745,28,21,0,0,7,458,117.0,2.25,0,True
11487,51,1495,8,225.23529411764707,29,11,0,0,7,458,117.5,2.2596153846153846,0,True
11494,51,1503,8,225.37254901960785,32,17,0,0,7,458,118.0,2.269230769230769,0,True
11492,52,1513,10,221.0,25,17,1,0,7,458,118.5,2.2788461538461537,0,True
11493,52,1518,5,221.01923076923077,32,26,0,0,7,458,119.0,2.2884615384615383,0,True
11494,52,1525,7,221.03846153846155,26,18,0,0,7,458,119.5,2.298076923076923,0,True
11499,52,1531,6,221.1346153846154,31,20,0,0,7,458,120.0,2.3076923076923075,0,True
11483,52,1539,8,220.82692307692307,17,25,0,0,7,458,120.5,2.3173076923076925,0,True
11473,51,1547,8,224.9607843137255,27,29,0,1,7,458,121.0,2.326923076923077,0,True
11473,51,1556,9,224.9607843137255,31,22,0,0,7,457,121.5,2.3365384615384617,0,True
11463,51,1564,8,224.76470588235293,27,29,0,0,7,457,122.0,2.3461538461538463,0,True
11467,51,1570,6,224.84313725490196,26,16,0,0,7,457,122.5,2.355769230769231,0,True
11468,51,1575,5,224.86274509803923,31,25,0,0,7,457,123.0,2.3653846153846154,0,True
11462,51,1581,6,224.7450980392157,22,22,0,0,7,457,123.5,2.375,0,True
11458,51,1589,8,224.66666666666666,22,18,0,0,7,457,124.0,2.3846153846153846,0,True
11436,52,1597,8,219.92307692307693,18,32,1,0,7,457,124.5,2.394230769230769,0,True
11435,52,1603,6,219.90384615384616,29,24,0,0,7,457,125.0,2.4038461538461537,0,True
11436,52,1611,8,219.92307692307693,25,16,0,0,7,457,125.5,2.4134615384615383,0,True
11436,52,1618,7,219.92307692307693,28,21,0,0,7,457,126.0,2.423076923076923,0,True
11437,52,1625,7,219.94230769230768,26,18,0,0,7,457,126.5,2.4326923076923075,0,True
11437,52,1630,5,219.94230769230768,28,23,0,0,7,457,127.0,2.4423076923076925,0,True
11429,52,1638,8,219.78846153846155,24,24,0,0,7,457,127.5,2.451923076923077,0,True
11428,52,1643,5,219.76923076923077,24,20,0,0,7,457,128.0,2.4615384615384617,0,True
11418,52,1649,6,219.57692307692307,17,21,0,0,7,457,128.5,2.4711538461538463,0,True
11426,52,1656,7,219.73076923076923,32,17,0,0,7,457,129.0,2.480769230769231,0,True
11425,52,1664,8,219.71153846153845,30,23,0,0,7,457,129.5,2.4903846153846154,0,True
11433,52,1671,7,219.8653846153846,30,15,0,0,7,457,130.0,2.5,0,True
11425,52,1679,8,219.71153846153845,27,27,0,0,7,457,130.5,2.5096153846153846,0,True
11418,52,1687,8,219.57692307692307,20,19,0,0,7,457,131.0,2.519230769230769,0,True
11405,52,1696,9,219.32692307692307,18,22,0,0,7,457,131.5,2.5288461538461537,0,True
11410,52,1705,9,219.42307692307693,29,15,0,0,7,457,132.0,2.5384615384615383,0,True
11417,52,1713,8,219.55769230769232,27,12,0,0,7,457,132.5,2.548076923076923,0,True
11419,53,1722,9,215.45283018867926,27,16,1,0,7,457,133.0,2.5576923076923075,0,True
11421,53,1732,10,215.49056603773585,25,13,0,0,7,457,133.5,2.5673076923076925,0,True
11415,53,1741,9,215.37735849056602,23,20,0,0,7,457,134.0,2.576923076923077,0,True
11416,53,1748,7,215.39622641509433,26,18,0,0,7,456,134.5,2.5865384615384617,0,True
11409,53,1753,5,215.26415094339623,23,25,0,0,7,456,135.0,2.5961538461538463,0,True
11396,53,1762,9,215.0188679245283,17,21,0,0,7,456,135.5,2.605769230769231,0,True
11392,53,1766,4,214.9433962264151,23,23,0,0,7,456,136.0,2.6153846153846154,0,True
11390,53,1772,6,214.9056603773585,27,23,0,0,7,456,136.5,2.625,0,True
11383,53,1779,7,214.77358490566039,27,27,0,0,7,456,137.0,2.6346153846153846,0,True
11386,53,1784,5,214.83018867924528,37,29,0,0,7,456,137.5,2.644230769230769,0,True
11368,53,1792,8,214.49056603773585,19,29,0,0,7,456,138.0,2.6538461538461537,0,True
11364,53,1800,8,214.41509433962264,30,26,0,0,7,456,138.5,2.6634615384615383,0,True
11363,53,1808,8,214.39622641509433,28,21,0,0,7,456,139.0,2.673076923076923,0,True
11362,53,1817,9,214.37735849056602,30,22,0,0,7,456,139.5,2.6826923076923075,0,True
11362,53,1826,9,214.37735849056602,26,17,0,0,7,456,140.0,2.6923076923076925,0,True
11351,53,1837,11,214.16981132075472,21,21,0,0,7,456,140.5,2.701923076923077,0,True
11361,53,1845,8,214.35849056603774,31,13,0,0,7,456,141.0,2.7115384615384617,0,True
11353,53,1854,9,214.20754716981133,23,22,0,0,7,456,141.5,2.7211538461538463,0,True
11349,53,1863,9,214.1320754716981,26,21,0,0,7,456,142.0,2.730769230769231,0,True
11349,53,1871,8,214.1320754716981,22,14,0,0,7,456,142.5,2.7403846153846154,0,True
11350,53,1876,5,214.1509433962264,27,21,0,0,7,456,143.0,2.75,0,True
11351,53,1879,3,214.16981132075472,24,20,0,0,7,456,143.5,2.7596153846153846,0,True
11337,52,1886,7,218.01923076923077,15,22,0,1,7,456,144.0,2.769230769230769,0,True
11336,53,1893,7,213.88679245283018,26,20,1,0,7,456,144.5,2.7788461538461537,0,True
11337,53,1902,9,213.9056603773585,36,26,0,0,7,456,145.0,2.7884615384615383,0,True
11334,53,1909,7,213.8490566037736,20,16,0,0,7,456,145.5,2.798076923076923,0,True
11323,53,1919,10,213.64150943396226,20,21,0,0,7,456,146.0,2.8076923076923075,0,True
11314,53,1924,5,213.47169811320754,22,26,0,0,7,456,146.5,2.8173076923076925,0,True
11313,53,1932,8,213.45283018867926,24,17,0,0,7,456,147.0,2.826923076923077,0,True
11307,53,1939,7,213.33962264150944,15,14,0,0,7,456,147.5,2.8365384615384617,0,True
11299,54,1949,10,209.24074074074073,31,29,1,0,7,456,148.0,2.8461538461538463,0,True
11283,54,1956,7,208.94444444444446,13,22,1,1,7,455,148.5,2.855769230769231,0,True
11290,54,1962,6,209.07407407407408,33,20,0,0,7,455,149.0,2.8653846153846154,0,True
11289,54,1969,7,209.05555555555554,30,24,0,0,7,455,149.5,2.875,0,True
11274,54,1975,6,208.77777777777777,20,29,0,0,7,455,150.0,2.8846153846153846,0,True
11269,54,1982,7,208.6851851851852,29,27,0,0,7,455,150.5,2.894230769230769,0,True
11255,54,1991,9,208.42592592592592,19,24,0,0,7,455,151.0,2.9038461538461537,0,True
11250,54,1998,7,208.33333333333334,25,23,0,0,7,455,151.5,2.9134615384615383,0,True
11246,54,2004,6,208.25925925925927,22,20,0,0,7,455,152.0,2.923076923076923,0,True
11244,54,2013,9,208.22222222222223,29,22,0,0,7,455,152.5,2.9326923076923075,0,True
11251,55,2021,8,204.56363636363636,33,18,1,0,7,455,153.0,2.9423076923076925,0,True
