RunId,iteration,Step,max_steps,init_predators,init_deer,height,width,step_size,yearly_sunlight_hours,seed,predator,energy_decrease,pack_limit,use_base,use_pack_dynamics,use_random_movement,use_veg,given_positions,use_boundary_conditions,Time,Wolf,Deer,Deer Hunted,Total Deer Deaths,Total Wolf Deaths,Deer Births
0,0,0.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.0,2,200,0,0,0,0
0,0,60.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.041666666666666664,2,200,0,0,0,0
0,0,120.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.08333333333333333,2,200,0,0,0,0
0,0,180.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.125,2,200,0,0,0,0
0,0,240.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.16666666666666666,2,200,0,0,0,0
0,0,300.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.20833333333333334,2,200,0,0,0,0
0,0,360.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.25,2,200,0,0,0,0
0,0,420.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.2916666666666667,2,200,0,0,0,0
0,0,480.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.3333333333333333,2,200,0,0,0,0
0,0,540.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.375,2,200,0,0,0,0
0,0,600.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.4166666666666667,2,200,0,0,0,0
0,0,660.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.4583333333333333,2,200,0,0,0,0
0,0,720.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.5,2,200,0,0,0,0
0,0,780.0,86400,2,200,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.5416666666666666,2,200,0,0,0,0
