RunId,iteration,Step,max_steps,init_predators,init_deer,height,width,step_size,yearly_sunlight_hours,seed,predator,energy_decrease,pack_limit,use_base,use_pack_dynamics,use_random_movement,use_veg,given_positions,use_boundary_conditions,Time,Wolf,Deer,Deer Hunted,Total Deer Deaths,Total Wolf Deaths,Deer Births
0,0,0.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.0,3,400,0,0,0,0
0,0,60.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.08333333333333333,3,400,0,0,0,0
0,0,120.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.16666666666666666,3,400,0,0,0,0
0,0,180.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.25,3,400,0,0,0,0
0,0,240.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.3333333333333333,3,400,0,0,0,0
0,0,300.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.4166666666666667,3,400,0,0,0,0
0,0,360.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.5,3,400,0,0,0,0
0,0,420.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.5833333333333334,3,400,0,0,0,0
0,0,480.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.6666666666666666,3,400,0,0,0,0
0,0,540.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.75,3,400,0,0,0,0
0,0,600.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.8333333333333334,3,400,0,0,0,0
0,0,660.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,0.9166666666666666,3,400,0,0,0,0
0,0,720.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.0,3,400,0,0,0,0
0,0,780.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.0833333333333333,3,400,0,0,0,0
0,0,840.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.1666666666666667,3,400,0,0,0,0
0,0,900.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.25,3,400,0,0,0,0
0,0,960.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.3333333333333333,3,397,3,3,0,0
0,0,1020.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.4166666666666667,3,397,3,3,0,0
0,0,1080.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.5,3,397,3,3,0,0
0,0,1140.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.5833333333333333,3,397,3,3,0,0
0,0,1200.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.6666666666666667,3,397,3,3,0,0
0,0,1260.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.75,3,397,3,3,0,0
0,0,1320.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.8333333333333333,3,397,3,3,0,0
0,0,1380.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,1.9166666666666667,3,397,3,3,0,0
0,0,1440.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.0,3,397,3,3,0,0
0,0,1500.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.0833333333333335,3,397,3,3,0,0
0,0,1560.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.1666666666666665,3,397,3,3,0,0
0,0,1620.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.25,3,397,3,3,0,0
0,0,1680.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.3333333333333335,3,397,3,3,0,0
0,0,1740.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.4166666666666665,3,397,3,3,0,0
0,0,1800.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.5,3,397,3,3,0,0
0,0,1860.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.5833333333333335,3,397,3,3,0,0
0,0,1920.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.6666666666666665,3,397,3,3,0,0
0,0,1980.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.75,3,397,3,3,0,0
0,0,2040.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.8333333333333335,3,397,3,3,0,0
0,0,2100.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,2.9166666666666665,3,397,3,3,0,0
0,0,2160.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.0,3,397,3,3,0,0
0,0,2220.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.0833333333333335,3,397,3,3,0,0
0,0,2280.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.1666666666666665,3,397,3,3,0,0
0,0,2340.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.25,3,397,3,3,0,0
0,0,2400.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.3333333333333335,3,397,3,3,0,0
0,0,2460.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.4166666666666665,3,397,3,3,0,0
0,0,2520.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.5,3,397,3,3,0,0
0,0,2580.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.5833333333333335,3,397,3,3,0,0
0,0,2640.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.6666666666666665,3,397,3,3,0,0
0,0,2700.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.75,3,397,3,3,0,0
0,0,2760.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.8333333333333335,3,397,3,3,0,0
0,0,2820.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,3.9166666666666665,3,397,3,3,0,0
0,0,2880.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,4.0,3,397,3,3,0,0
0,0,2940.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,4.083333333333333,3,397,3,3,0,0
0,0,3000.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,4.166666666666667,3,397,3,3,0,0
0,0,3060.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,4.25,3,396,3,4,0,0
0,0,3120.0,86400,3,400,10,10,0.016666666666666666,8760,,Wolf,0.002,12,False,True,False,False,False,True,4.333333333333333,3,396,3,4,0,0
